t;beat
0.050;1
0.550;2
1.060;3
1.560;4
2.070;1
2.560;2
3.060;3
3.560;4
4.060;1
4.550;2
5.050;3
5.540;4
6.040;1
6.540;2
7.050;3
7.550;4
8.060;1
8.620;2
9.180;3
9.740;4
10.300;1
10.800;2
11.300;3
11.800;4
12.310;1
12.810;2
13.310;3
13.810;4
14.310;1
14.800;2
15.290;3
15.780;4
16.280;1
16.780;2
17.290;3
17.800;4
18.310;1
18.810;2
19.310;3
19.810;4
20.320;1
20.820;2
21.320;3
21.820;4
22.320;1
22.810;2
23.310;3
23.800;4
24.300;1
24.800;2
25.310;3
25.810;4
26.320;1
26.820;2
27.330;3
27.830;4
28.340;1
28.830;2
29.330;3
29.830;4
30.320;1
30.800;2
31.330;3
31.820;4
32.360;1
32.850;2
33.340;3
33.850;4
34.330;1
34.820;2
35.330;3
35.820;4
36.300;1
36.810;2
37.310;3
37.810;4
38.320;1
38.810;2
39.320;3
39.830;4
40.330;1
40.810;2
41.320;3
41.810;4
42.310;1
42.780;2
43.330;3
43.850;4
44.350;1
44.840;2
45.340;3
45.830;4
46.330;1
46.830;2
47.330;3
47.830;4
48.340;1
48.830;2
49.330;3
49.820;4
50.320;1
50.820;2
51.320;3
51.820;4
52.310;1
52.800;2
53.290;3
53.810;4
54.330;1
54.820;2
55.320;3
55.820;4
56.320;1
56.820;2
57.320;3
57.820;4
58.320;1
58.810;2
59.310;3
59.810;4
60.310;1
60.810;2
61.320;3
61.830;4
62.340;1
62.830;2
63.320;3
63.810;4
64.310;1
64.810;2
65.310;3
65.810;4
66.320;1
66.810;2
67.310;3
67.810;4
68.310;1
68.810;2
69.310;3
69.810;4
70.320;1
70.810;2
71.310;3
71.810;4
72.310;1
72.800;2
73.300;3
73.800;4
74.300;1
74.800;2
75.300;3
75.800;4
76.310;1
76.810;2
77.310;3
77.810;4
78.320;1
78.820;2
79.330;3
79.830;4
80.340;1
80.830;2
81.330;3
81.830;4
82.330;1
82.830;2
83.330;3
83.830;4
84.340;1
84.840;2
85.340;3
85.840;4
86.340;1
86.830;2
87.330;3
87.830;4
88.330;1
88.830;2
89.330;3
89.830;4
90.340;1
90.840;2
91.350;3
91.850;4
92.360;1
92.840;2
93.330;3
93.820;4
94.310;1
94.810;2
95.310;3
95.810;4
96.320;1
96.820;2
97.320;3
97.820;4
98.330;1
98.820;2
99.310;3
99.800;4
100.300;1
100.790;2
101.300;3
101.800;4
102.320;1
102.820;2
103.330;3
103.820;4
104.340;1
104.840;2
105.320;3
105.820;4
106.300;1
106.810;2
107.300;3
107.800;4
108.300;1
108.800;2
109.280;3
109.800;4
110.330;1
110.820;2
111.310;3
111.800;4
112.300;1
112.800;2
113.300;3
113.800;4
114.310;1
114.820;2
115.330;3
115.840;4
116.350;1
116.840;2
117.340;3
117.830;4
118.330;1
118.820;2
119.320;3
119.820;4
120.320;1
120.820;2
121.320;3
121.820;4
122.320;1
122.810;2
123.300;3
123.790;4
124.290;1
124.800;2
125.310;3
125.820;4
126.330;1
126.820;2
127.310;3
127.800;4
128.310;1
128.810;2
129.330;3
129.810;4
130.320;1
130.820;2
131.320;3
131.820;4
132.320;1
132.820;2
133.320;3
133.820;4
134.320;1
134.810;2
135.300;3
135.780;4
136.310;1
136.810;2
137.320;3
137.820;4
138.330;1
138.820;2
139.320;3
139.820;4
140.320;1
140.820;2
141.320;3
141.820;4
142.330;1
142.820;2
143.320;3
143.820;4
144.320;1
144.810;2
145.310;3
145.810;4
146.310;1
146.810;2
147.320;3
147.820;4
148.330;1
148.820;2
149.320;3
149.820;4
150.320;1
150.830;2
151.340;3
151.850;4
152.360;1
152.850;2
153.340;3
153.830;4
154.320;1
154.820;2
155.320;3
155.820;4
156.320;1
156.820;2
157.330;3
157.830;4
158.340;1
158.830;2
159.330;3
159.830;4
160.330;1
160.820;2
161.320;3
161.820;4
162.320;1
162.820;2
163.320;3
163.820;4
164.330;1
164.820;2
165.320;3
165.810;4
166.310;1
166.820;2
167.330;3
167.840;4
168.350;1
168.840;2
169.330;3
169.820;4
170.310;1
170.810;2
171.310;3
171.810;4
172.320;1
172.820;2
173.320;3
173.820;4
174.330;1
174.820;2
175.320;3
175.820;4
176.320;1
176.810;2
177.310;3
177.800;4
178.300;1
178.800;2
179.310;3
179.810;4
180.320;1
180.810;2
181.290;3
181.800;4
182.330;1
182.840;2
183.350;3
183.830;4
184.320;1
184.800;2
185.300;3
185.800;4
186.310;1
186.810;2
187.310;3
187.810;4
188.310;1
188.810;2
189.310;3
189.810;4
190.320;1
190.820;2
191.330;3
191.840;4
192.350;1
192.840;2
193.330;3
193.820;4
194.320;1
194.800;2
195.280;3
195.760;4
196.250;1
196.750;2
197.260;3
197.770;4
198.280;1
198.780;2
199.290;3
199.800;4
200.310;1
