t;beat
0.060;1
0.860;2
1.670;3
2.470;4
3.280;1
4.090;2
4.910;3
5.730;4
6.550;1
7.360;2
8.170;3
8.980;4
9.790;1
10.600;2
11.410;3
12.220;4
13.040;1
13.850;2
14.670;3
15.480;4
16.300;1
17.110;2
17.930;3
18.740;4
19.560;1
20.370;2
21.180;3
21.990;4
22.800;1
23.610;2
24.420;3
25.230;4
26.050;1
26.850;2
27.660;3
28.470;4
29.280;1
30.090;2
30.900;3
31.710;4
32.520;1
33.330;2
34.140;3
34.950;4
35.760;1
36.560;2
37.370;3
38.180;4
38.990;1
39.800;2
40.620;3
41.430;4
42.250;1
43.060;2
43.870;3
44.680;4
45.490;1
46.290;2
47.100;3
47.900;4
48.710;1
49.520;2
50.340;3
51.150;4
51.970;1
52.780;2
53.600;3
54.410;4
55.230;1
56.030;2
56.840;3
57.650;4
58.450;1
59.270;2
60.090;3
60.890;4
61.700;1
62.510;2
63.310;3
64.150;4
64.930;1
65.740;2
66.560;3
67.370;4
68.190;1
69.000;2
69.810;3
70.620;4
71.430;1
72.230;2
73.040;3
73.850;4
74.660;1
75.470;2
76.280;3
77.090;4
77.900;1
78.710;2
79.530;3
80.350;4
81.170;1
81.980;2
82.790;3
83.600;4
84.410;1
85.210;2
86.010;3
86.810;4
87.610;1
88.430;2
89.250;3
90.070;4
90.890;1
91.690;2
92.500;3
93.310;4
94.120;1
94.940;2
95.760;3
96.580;4
97.400;1
98.210;2
99.020;3
99.830;4
100.640;1
101.440;2
102.250;3
103.050;4
103.860;1
104.670;2
105.490;3
106.300;4
107.120;1
107.920;2
108.730;3
109.540;4
110.350;1
111.160;2
111.970;3
112.780;4
113.600;1
114.400;2
115.210;3
116.020;4
116.830;1
117.640;2
118.450;3
119.260;4
120.080;1
120.880;2
121.690;3
122.500;4
123.310;1
124.120;2
124.940;3
125.750;4
126.570;1
127.370;2
128.170;3
128.970;4
129.780;1
130.600;2
131.420;3
132.240;4
133.060;1
133.870;2
134.680;3
135.490;4
136.310;1
137.110;2
137.920;3
138.720;4
139.530;1
140.340;2
141.150;3
141.960;4
142.780;1
143.590;2
144.400;3
145.210;4
146.030;1
146.830;2
147.650;3
148.460;4
149.280;1
150.070;2
150.890;3
151.700;4
152.510;1
153.310;2
154.130;3
154.960;4
155.760;1
156.560;2
157.370;3
158.180;4
158.990;1
159.800;2
160.620;3
161.430;4
162.250;1
163.060;2
163.870;3
164.680;4
165.490;1
166.290;2
167.110;3
167.890;4
168.720;1
169.510;2
170.340;3
171.150;4
171.980;1
172.790;2
173.600;3
174.410;4
175.220;1
176.020;2
176.830;3
177.640;4
178.450;1
179.260;2
180.070;3
180.880;4
181.690;1
182.500;2
183.320;3
184.130;4
184.950;1
185.760;2
186.570;3
187.380;4
188.200;1
189.010;2
189.830;3
190.620;4
191.430;1
192.230;2
193.060;3
193.880;4
194.720;1
195.520;2
196.320;3
197.120;4
197.930;1
198.740;2
199.550;3
200.360;4
201.170;1
201.980;2
202.800;3
203.610;4
204.410;1
205.220;2
206.030;3
206.840;4
207.660;1
208.460;2
209.260;3
210.060;4
210.870;1
211.680;2
212.500;3
213.320;4
214.140;1
214.940;2
215.750;3
216.560;4
217.370;1
218.180;2
218.990;3
219.800;4
220.610;1
221.420;2
222.230;3
223.040;4
223.850;1
224.670;2
225.490;3
226.310;4
227.130;1
227.930;2
228.730;3
229.530;4
230.340;1
231.160;2
231.980;3
232.800;4
233.630;1
234.420;2
235.220;3
236.010;4
236.810;1
237.620;2
238.430;3
239.240;4
240.060;1
240.870;2
241.690;3
242.500;4
243.320;1
244.130;2
244.940;3
245.750;4
246.570;1
247.370;2
248.180;3
248.980;4
249.790;1
250.600;2
251.420;3
252.230;4
253.050;1
253.880;2
254.710;3
255.540;4
256.370;1
257.230;2
258.120;3
258.970;4
260.440;1
261.300;2
262.140;3
262.950;4
