t;beat
0.020;3
0.520;4
1.020;1
1.520;2
2.020;3
2.520;4
3.020;1
3.520;2
4.040;3
4.510;4
5.030;1
5.530;2
6.040;3
6.510;4
7.020;1
7.530;2
8.020;3
8.500;4
8.980;1
9.490;2
10.000;3
10.510;4
11.020;1
11.530;2
12.020;3
12.530;4
13.010;1
13.520;2
14.030;3
14.510;4
15.020;1
15.520;2
16.050;3
16.550;4
17.040;1
17.530;2
18.030;3
18.530;4
19.030;1
19.510;2
20.000;3
20.510;4
21.030;1
21.530;2
22.030;3
22.530;4
23.030;1
23.530;2
24.030;3
24.530;4
25.030;1
25.520;2
26.020;3
26.510;4
27.010;1
27.510;2
28.020;3
28.530;4
29.040;1
29.530;2
30.030;3
30.530;4
31.030;1
31.530;2
32.030;3
32.530;4
33.030;1
33.550;2
34.030;3
34.530;4
35.000;1
35.510;2
36.020;3
36.530;4
37.040;1
37.530;2
38.030;3
38.520;4
39.020;1
39.520;2
40.030;3
40.530;4
41.040;1
41.530;2
42.030;3
42.530;4
43.030;1
43.530;2
44.030;3
44.530;4
45.030;1
45.520;2
46.020;3
46.520;4
47.020;1
47.520;2
48.020;3
48.520;4
49.030;1
49.520;2
50.020;3
50.510;4
51.010;1
51.510;2
52.020;3
52.520;4
53.030;1
53.530;2
54.030;3
54.530;4
55.030;1
55.530;2
56.030;3
56.530;4
57.030;1
57.530;2
58.030;3
58.530;4
59.030;1
59.520;2
60.020;3
60.520;4
61.020;1
61.530;2
62.040;3
62.550;4
63.070;1
63.560;2
64.050;3
64.540;4
65.040;1
65.530;2
66.020;3
66.510;4
67.010;1
67.510;2
68.010;3
68.510;4
69.020;1
69.520;2
70.020;3
70.520;4
71.020;1
71.510;2
72.010;3
72.510;4
73.010;1
73.510;2
74.010;3
74.510;4
75.010;1
75.510;2
76.010;3
76.510;4
77.010;1
77.510;2
78.010;3
78.510;4
79.020;1
79.520;2
80.030;3
80.540;4
81.050;1
81.540;2
82.030;3
82.520;4
83.020;1
83.510;2
84.010;3
84.510;4
85.010;1
85.510;2
86.020;3
86.520;4
87.030;1
87.530;2
88.030;3
88.530;4
89.040;1
89.530;2
90.030;3
90.530;4
91.030;1
91.530;2
92.030;3
92.530;4
93.030;1
93.520;2
94.020;3
94.520;4
95.020;1
95.520;2
96.030;3
96.540;4
97.050;1
97.540;2
98.040;3
98.530;4
99.030;1
99.530;2
100.030;3
100.530;4
101.030;1
101.520;2
102.020;3
102.510;4
103.010;1
103.510;2
104.020;3
104.520;4
105.030;1
105.530;2
106.030;3
106.530;4
107.030;1
107.520;2
108.020;3
108.510;4
109.010;1
109.510;2
110.010;3
110.510;4
111.020;1
111.520;2
112.020;3
112.520;4
113.030;1
113.520;2
114.020;3
114.510;4
115.010;1
115.500;2
116.000;3
116.500;4
117.000;1
117.500;2
118.010;3
118.520;4
119.030;1
119.530;2
120.030;3
120.530;4
121.030;1
121.520;2
122.020;3
122.520;4
123.020;1
123.520;2
124.020;3
124.520;4
125.020;1
125.510;2
126.010;3
126.510;4
127.010;1
127.510;2
128.010;3
128.510;4
129.020;1
129.520;2
130.020;3
130.520;4
131.020;1
131.520;2
132.020;3
132.520;4
133.020;1
133.520;2
134.020;3
134.520;4
135.020;1
135.520;2
136.020;3
136.520;4
137.030;1
137.530;2
138.030;3
138.530;4
139.030;1
139.520;2
140.020;3
140.510;4
141.010;1
141.500;2
141.990;3
142.480;4
142.970;1
143.480;2
144.000;3
144.510;4
145.030;1
145.520;2
146.020;3
146.520;4
147.020;1
147.520;2
148.030;3
148.530;4
149.040;1
149.540;2
150.040;3
150.540;4
151.040;1
151.530;2
152.030;3
152.520;4
153.020;1
153.520;2
154.020;3
154.520;4
155.020;1
155.510;2
156.010;3
156.510;4
157.010;1
157.510;2
158.010;3
158.510;4
159.020;1
159.520;2
160.020;3
160.520;4
161.030;1
161.530;2
162.040;3
162.540;4
163.050;1
163.540;2
164.040;3
164.530;4
165.030;1
165.530;2
166.030;3
166.530;4
167.040;1
167.530;2
168.030;3
168.520;4
169.020;1
169.520;2
170.020;3
170.520;4
171.020;1
171.520;2
172.020;3
172.520;4
173.030;1
173.520;2
174.020;3
174.520;4
175.020;1
175.520;2
176.020;3
176.520;4
177.030;1
177.520;2
178.020;3
178.520;4
179.020;1
179.520;2
180.020;3
180.520;4
181.030;1
181.520;2
182.040;3
182.530;4
183.010;1
183.490;2
184.010;3
184.530;4
185.050;1
185.540;2
186.030;3
186.520;4
187.020;1
187.520;2
188.020;3
188.520;4
189.020;1
189.520;2
190.020;3
190.520;4
191.030;1
191.520;2
192.010;3
192.500;4
193.000;1
193.500;2
194.000;3
194.500;4
195.010;1
195.510;2
196.020;3
196.520;4
197.030;1
197.530;2
198.030;3
198.530;4
199.030;1
199.530;2
200.030;3
200.530;4
201.030;1
201.530;2
202.030;3
202.530;4
203.040;1
203.530;2
204.030;3
204.530;4
205.030;1
205.530;2
206.030;3
206.530;4
207.040;1
207.530;2
208.020;3
208.510;4
209.000;1
209.500;2
210.010;3
210.520;4
211.030;1
211.530;2
212.030;3
212.530;4
213.030;1
213.520;2
214.010;3
214.500;4
215.000;1
215.500;2
216.010;3
216.510;4
217.020;1
217.510;2
218.010;3
218.510;4
219.010;1
219.500;2
220.000;3
220.490;4
220.990;1
221.490;2
222.000;3
222.500;4
223.010;1
223.510;2
224.010;3
224.510;4
225.020;1
