t;beat
0.000;2
0.600;3
1.200;1
1.730;2
2.250;3
2.760;1
3.230;2
3.770;3
4.460;1
5.190;2
5.960;3
7.040;1
7.670;2
8.320;3
8.990;1
9.640;2
10.420;3
11.480;1
11.990;2
12.480;3
13.020;1
13.350;2
13.790;3
14.230;1
14.600;2
15.010;3
15.400;1
15.760;2
16.180;3
16.600;1
16.930;2
17.330;3
17.730;1
18.070;2
18.420;3
18.880;1
19.240;2
19.630;3
20.040;1
20.410;2
20.770;3
21.160;1
21.480;2
21.880;3
22.250;1
22.580;2
22.970;3
23.350;1
23.660;2
24.050;3
24.410;1
24.750;2
25.160;3
25.500;1
25.860;2
26.240;3
26.640;1
27.000;2
27.400;3
27.800;1
28.150;2
28.630;3
29.150;1
29.850;2
30.410;3
30.880;1
31.390;2
31.850;3
32.250;1
32.650;2
33.010;3
33.460;1
33.780;2
34.190;3
34.560;1
34.900;2
35.330;3
35.720;1
36.080;2
36.460;3
36.850;1
37.120;2
37.560;3
37.920;1
38.300;2
38.720;3
39.180;1
39.790;2
40.180;3
40.540;1
40.860;2
41.220;3
41.660;1
41.990;2
42.400;3
42.770;1
43.120;2
43.600;3
44.110;1
44.470;2
44.940;3
45.380;1
45.800;2
46.300;3
46.820;1
47.370;2
47.890;3
48.500;1
49.190;2
49.760;3
50.470;1
51.140;2
52.060;3
52.870;1
53.380;2
53.840;3
54.220;1
54.540;2
54.870;3
55.260;1
55.620;2
56.020;3
56.390;1
56.690;2
57.080;3
57.390;1
57.770;2
58.170;3
58.520;1
58.850;2
59.260;3
59.590;1
60.050;2
60.480;3
60.870;1
61.460;2
61.890;3
62.310;1
62.640;2
63.060;3
63.400;1
63.720;2
64.110;3
64.500;1
64.820;2
65.180;3
65.580;1
65.880;2
66.240;3
66.630;1
66.960;2
67.340;3
67.720;1
68.080;2
68.470;3
68.850;1
69.250;2
69.710;3
70.180;1
71.130;2
71.670;3
72.310;1
72.630;2
73.060;3
73.450;1
73.750;2
74.140;3
74.500;1
74.810;2
75.190;3
75.570;1
75.880;2
76.240;3
76.610;1
76.930;2
77.330;3
77.730;1
78.000;2
78.390;3
78.760;1
79.170;2
