t;beat
0.020;3
0.820;1
1.400;2
1.960;3
2.600;1
3.210;2
3.820;3
4.440;1
5.060;2
5.680;3
6.330;1
6.950;2
7.540;3
8.240;1
8.910;2
9.580;3
10.320;1
11.790;2
13.890;3
14.760;1
15.470;2
16.260;3
16.890;1
17.520;2
18.150;3
18.910;1
19.570;2
20.240;3
20.900;1
21.810;2
22.500;3
23.160;1
24.020;2
24.930;3
25.960;1
26.720;2
27.500;3
28.270;1
29.300;2
30.440;3
31.880;1
32.810;2
33.750;3
34.580;4
35.770;1
36.650;2
37.470;3
38.470;4
39.470;1
40.260;2
41.030;3
41.810;1
42.670;2
43.510;3
44.390;1
45.130;2
45.920;3
46.720;1
47.520;2
48.320;3
49.060;1
49.860;2
50.670;3
51.460;1
52.250;2
53.040;1
53.640;2
54.260;3
54.880;1
55.530;2
56.220;3
56.860;1
57.650;2
58.340;3
59.040;1
59.860;2
60.700;3
62.050;1
63.060;2
64.760;3
66.510;1
67.260;2
67.930;3
68.610;1
69.740;2
70.500;3
72.680;1
73.200;2
73.770;3
74.420;1
75.290;2
76.160;3
77.070;1
77.650;2
78.220;3
78.770;1
79.550;2
80.970;3
82.020;1
83.470;2
84.620;3
86.090;1
86.900;2
87.710;3
88.510;4
89.330;1
90.240;2
91.180;3
92.120;1
92.840;2
93.510;3
94.160;1
95.000;2
95.820;3
96.690;1
97.520;2
98.380;3
99.180;1
99.920;2
100.660;3
101.620;4
102.580;1
103.330;2
104.030;3
104.890;1
105.660;2
106.440;3
107.210;1
108.070;2
108.890;3
109.670;1
110.460;2
111.420;3
112.290;1
113.060;2
113.830;3
114.600;1
115.370;2
116.140;1
116.910;2
117.680;3
118.460;1
119.190;2
119.890;3
120.590;1
121.310;2
122.020;3
122.730;1
123.280;2
123.830;3
124.390;1
125.040;2
125.690;3
126.510;1
127.170;2
127.830;3
128.490;1
129.400;2
130.310;3
132.160;1
133.490;2
134.560;3
135.820;1
136.710;2
137.400;3
139.220;1
140.150;2
140.990;3
141.830;1
142.670;2
143.450;3
144.210;1
144.980;2
145.670;3
147.260;1
148.840;2
150.440;3
151.870;1
153.460;2
155.300;3
157.420;1
158.160;2
158.900;3
159.520;1
160.180;2
161.040;3
161.950;1
162.850;2
163.770;3
165.950;1
166.630;2
167.230;3
168.060;1
168.920;2
169.700;3
172.430;1
173.020;2
173.840;3
174.660;1
175.420;2
176.230;3
177.030;1
177.900;2
178.780;3
179.710;1
180.570;2
181.570;3
182.920;1
184.100;2
185.520;3
186.930;1
188.260;2
189.590;3
190.420;1
191.300;2
192.450;3
193.590;1
194.640;2
195.690;1
196.710;2
197.930;3
199.020;1
199.660;2
200.640;3
201.480;1
202.210;2
202.940;1
203.820;2
204.510;3
205.450;4
206.540;1
207.310;2
208.070;3
208.830;1
209.560;2
210.390;3
211.230;1
212.220;2
214.700;3
217.180;1
218.340;2
219.810;3
221.360;1
222.810;2
225.180;3
