t;beat
0.010;4
0.550;1
1.040;2
1.540;3
2.030;4
2.530;1
3.020;2
3.520;3
4.020;4
4.520;1
5.020;2
5.520;3
6.020;4
6.530;1
7.020;2
7.530;3
8.040;4
8.550;1
9.030;2
9.520;3
10.020;4
10.510;1
11.010;2
11.520;3
12.020;4
12.520;1
13.020;2
13.520;3
14.030;4
14.530;1
15.030;2
15.510;3
15.990;4
16.490;1
17.000;2
17.510;3
18.030;4
18.530;1
19.030;2
19.520;3
20.020;4
20.520;1
21.020;2
21.520;3
22.020;4
22.510;1
23.010;2
23.510;3
24.020;4
24.520;1
25.010;2
25.510;3
26.010;4
26.510;1
27.010;2
27.510;3
28.010;4
28.510;1
29.010;2
29.510;3
30.010;4
30.520;1
31.020;2
31.520;3
32.020;4
32.530;1
33.020;2
33.520;3
34.020;4
34.520;1
35.010;2
35.510;3
36.010;4
36.510;1
37.010;2
37.520;3
38.020;4
38.530;1
39.020;2
39.520;3
40.010;4
40.510;1
41.010;2
41.510;3
42.010;4
42.510;1
43.010;2
43.510;3
44.010;4
44.510;1
45.040;2
45.520;3
46.020;4
46.520;1
47.010;2
47.510;3
48.000;4
48.500;1
49.000;2
49.510;3
50.020;4
50.530;1
51.020;2
51.520;3
52.020;4
52.520;1
53.010;2
53.510;3
54.000;4
54.500;1
55.010;2
55.500;3
55.990;4
56.480;1
56.980;2
57.500;3
58.010;4
58.530;1
59.020;2
59.520;3
60.020;4
60.520;1
61.020;2
61.520;3
62.020;4
62.530;1
63.020;2
63.520;3
64.020;4
64.520;1
65.020;2
65.520;3
66.020;4
66.530;1
67.020;2
67.520;3
68.010;4
68.510;1
69.010;2
69.520;3
70.030;4
70.540;1
71.030;2
71.530;3
72.020;4
72.520;1
73.020;2
73.530;3
74.040;4
74.550;1
75.040;2
75.540;3
76.030;4
76.530;1
77.030;2
77.530;3
78.030;4
78.540;1
79.030;2
79.530;3
80.030;4
80.530;1
81.020;2
81.510;3
82.000;4
82.500;1
82.990;2
83.490;3
83.990;4
84.490;1
84.990;2
85.500;3
86.010;4
86.520;1
87.020;2
87.520;3
88.020;4
88.530;1
89.020;2
89.520;3
90.020;4
90.520;1
91.020;2
91.530;3
92.040;4
92.550;1
93.040;2
93.540;3
94.030;4
94.530;1
95.030;2
95.530;3
96.030;4
96.540;1
97.020;2
97.510;3
98.000;4
98.490;1
99.000;2
99.510;3
100.020;4
100.530;1
101.030;2
101.530;3
102.030;4
102.540;1
103.040;2
103.540;3
104.040;4
104.550;1
105.040;2
105.530;3
106.020;4
106.520;1
107.020;2
107.530;3
108.030;4
108.540;1
109.030;2
109.530;3
110.020;4
110.520;1
111.010;2
111.510;3
112.000;4
112.500;1
113.000;2
113.500;3
114.000;4
114.510;1
115.010;2
115.520;3
116.020;4
116.530;1
117.020;2
117.520;3
118.020;4
118.520;1
119.020;2
119.530;3
120.030;4
120.540;1
121.030;2
121.530;3
122.030;4
122.530;1
123.030;2
123.530;3
124.030;4
124.540;1
125.030;2
125.530;3
126.020;4
126.520;1
127.020;2
127.530;3
128.040;4
128.550;1
129.030;2
129.520;3
130.010;4
130.500;1
131.000;2
131.500;3
132.000;4
132.510;1
133.010;2
133.520;3
134.020;4
134.530;1
135.030;2
135.530;3
136.030;4
136.530;1
137.030;2
137.530;3
138.030;4
138.540;1
139.030;2
139.530;3
140.030;4
140.530;1
141.020;2
141.520;3
142.020;4
142.520;1
143.020;2
143.520;3
144.020;4
144.530;1
145.020;2
145.520;3
146.020;4
146.520;1
147.020;2
147.520;3
148.020;4
148.520;1
149.030;2
149.530;3
150.020;4
150.530;1
151.020;2
151.510;3
152.050;4
152.540;1
153.020;2
153.510;3
154.020;4
154.520;1
155.000;2
155.520;3
156.030;4
156.550;1
157.040;2
157.540;3
158.040;4
158.540;1
159.030;2
159.530;3
160.020;4
160.520;1
161.020;2
161.520;3
162.020;4
162.530;1
163.020;2
163.520;3
164.010;4
164.510;1
165.010;2
165.510;3
166.010;4
166.520;1
167.010;2
167.500;3
167.990;4
168.490;1
169.000;2
169.510;3
170.020;4
170.530;1
171.020;2
171.520;3
172.010;4
172.510;1
173.010;2
173.510;3
174.010;4
174.520;1
175.010;2
175.520;3
175.990;4
176.490;1
177.000;2
177.510;3
178.020;4
178.530;1
179.020;2
179.510;3
180.000;4
180.500;1
181.000;2
181.510;3
182.010;4
182.520;1
183.020;2
183.510;3
184.020;4
184.510;1
185.020;2
185.530;3
186.040;4
186.550;1
187.030;2
187.520;3
188.010;4
188.500;1
189.000;2
189.510;3
190.020;4
190.530;1
191.020;2
191.520;3
192.010;4
192.510;1
193.010;2
193.520;3
194.030;4
194.530;1
195.020;2
195.510;3
196.000;4
196.490;1
196.990;2
197.490;3
197.990;4
198.490;1
198.990;2
199.500;3
200.010;4
200.520;1
201.020;2
201.520;3
202.020;4
202.520;1
203.010;2
203.500;3
203.990;4
204.490;1
205.000;2
205.510;3
206.020;4
206.530;1
207.020;2
207.520;3
208.020;4
208.520;1
209.010;2
209.510;3
210.010;4
210.510;1
211.010;2
211.510;3
212.010;4
212.510;1
213.010;2
213.520;3
214.020;4
214.530;1
215.020;2
215.520;3
216.020;4
216.520;1
217.020;2
217.520;3
218.020;4
218.530;1
219.020;2
219.520;3
220.010;4
220.510;1
221.010;2
221.520;3
222.030;4
222.540;1
223.030;2
223.530;3
224.020;4
224.520;1
225.020;2
225.520;3
226.020;4
226.520;1
227.000;2
227.490;3
227.980;4
228.470;1
228.980;2
229.500;3
230.010;4
230.530;1
231.020;2
231.510;3
232.000;4
232.490;1
233.000;2
233.500;3
234.010;4
234.510;1
235.020;2
235.510;3
236.000;4
236.490;1
236.990;2
237.500;3
238.000;4
238.510;1
239.010;2
239.510;3
240.010;4
240.510;1
241.010;2
241.510;3
242.010;4
242.520;1
243.010;2
243.510;3
244.010;4
244.510;1
245.000;2
245.500;3
245.990;4
246.490;1
246.980;2
247.470;3
247.960;4
248.460;1
256.540;2
