t;beat
0.310;1
1.060;2
1.800;3
2.540;4
3.310;1
4.050;2
4.780;1
5.540;2
6.300;3
7.060;4
7.830;1
8.580;2
9.330;3
10.080;4
10.830;1
11.580;2
12.330;3
13.080;4
13.830;1
14.570;2
15.320;3
16.070;4
16.820;1
17.560;2
18.310;3
19.050;4
19.800;1
20.550;2
21.310;3
22.070;4
22.830;1
23.570;2
24.320;3
25.070;4
25.820;1
26.570;2
27.320;3
28.070;4
28.820;1
29.570;2
30.320;3
31.070;4
31.830;1
32.570;2
33.320;3
34.060;4
34.810;1
35.560;2
36.310;3
37.060;4
37.820;1
38.570;2
39.320;3
40.070;4
40.820;1
41.570;2
42.320;3
43.070;4
43.820;1
44.540;2
45.330;3
46.060;4
46.810;1
47.550;2
48.310;3
49.050;4
49.830;1
50.570;2
51.320;3
52.070;4
52.820;1
53.560;2
54.310;3
55.060;4
55.810;1
56.560;2
57.310;3
58.060;4
58.820;1
59.570;2
60.320;3
61.070;4
61.820;1
62.570;2
63.320;3
64.070;4
64.830;1
65.580;2
66.330;3
67.080;4
67.820;1
68.560;2
69.310;3
70.050;4
70.800;1
71.550;2
72.310;3
73.060;4
73.820;1
74.570;2
75.320;3
76.070;4
76.830;1
77.560;2
78.310;3
79.050;4
79.830;1
80.550;2
81.300;3
82.070;4
82.820;1
83.550;2
84.320;3
85.060;4
85.830;1
86.570;2
87.320;3
88.070;4
88.820;1
89.560;2
90.310;3
91.060;4
91.810;1
92.560;2
93.310;3
94.060;4
94.820;1
95.560;2
96.310;3
97.060;4
97.810;1
98.550;2
99.300;3
100.050;4
100.800;1
101.550;2
102.300;1
103.050;2
103.810;3
104.550;4
105.290;1
106.070;2
106.840;3
107.580;4
108.320;1
109.070;2
109.840;3
110.570;4
111.330;1
112.090;2
112.850;3
113.580;4
114.310;1
115.040;2
115.780;3
116.540;4
117.300;1
118.060;2
118.820;3
119.560;4
120.310;1
121.070;2
121.820;3
122.530;4
123.300;1
124.070;2
124.840;3
125.570;4
126.320;1
127.080;2
127.810;3
128.540;4
129.280;1
130.060;2
130.810;3
131.560;4
132.310;1
133.060;2
133.800;3
134.540;4
135.300;1
136.050;2
136.820;3
137.560;4
138.310;1
139.060;2
139.820;3
140.570;4
141.320;1
142.070;2
142.810;3
143.560;4
144.310;1
145.060;2
145.820;3
146.550;4
147.300;1
148.050;2
148.800;3
149.550;4
150.300;1
151.050;2
151.800;3
152.550;4
153.300;1
154.050;2
154.810;3
155.560;4
156.310;1
157.060;2
157.810;3
158.560;4
159.310;1
160.060;2
160.820;3
161.560;4
162.310;1
163.060;2
163.810;3
164.550;4
165.300;1
166.050;2
166.790;3
167.540;4
168.290;1
169.040;2
169.790;3
170.540;4
171.290;1
172.040;2
172.800;3
173.550;4
174.300;1
175.050;2
175.810;3
176.560;4
177.310;1
178.060;2
178.820;3
179.560;4
180.300;1
181.050;2
181.820;3
182.540;4
183.300;1
184.040;2
184.810;3
185.560;4
186.310;1
187.060;2
187.820;1
188.560;2
189.310;3
190.050;4
190.800;1
191.550;2
192.300;3
193.050;4
