t;beat
0.020;1
0.560;2
1.070;3
1.560;4
2.060;1
2.560;2
3.060;3
3.560;4
4.060;1
4.560;2
5.060;3
5.560;4
6.060;1
6.550;2
7.050;3
7.550;4
8.050;1
8.550;2
9.060;3
9.560;4
10.070;1
10.560;2
11.060;3
11.560;4
12.060;1
12.550;2
13.050;3
13.550;4
14.050;1
14.540;2
15.040;3
15.540;4
16.040;1
16.540;2
17.040;3
17.540;4
18.050;1
18.550;2
19.060;3
19.560;4
20.070;1
20.560;2
21.060;3
21.560;4
22.060;1
22.550;2
23.040;3
23.530;4
24.030;1
24.540;2
25.060;3
25.570;4
26.090;1
26.580;2
27.080;3
27.570;4
28.070;1
28.560;2
29.050;3
29.540;4
30.040;1
30.540;2
31.050;3
31.550;4
32.060;1
32.550;2
33.050;3
33.550;4
34.050;1
34.540;2
35.040;3
35.530;4
36.030;1
36.530;2
37.040;3
37.550;4
38.060;1
38.560;2
39.060;3
39.560;4
40.070;1
40.560;2
41.060;3
41.550;4
42.050;1
42.550;2
43.060;3
43.570;4
44.080;1
44.570;2
45.070;3
45.560;4
46.060;1
46.560;2
47.060;3
47.560;4
48.060;1
48.560;2
49.060;3
49.560;4
50.060;1
50.550;2
51.050;3
51.540;4
52.040;1
52.540;2
53.050;3
53.550;4
54.060;1
54.560;2
55.060;3
55.560;4
56.060;1
56.560;2
57.060;3
57.560;4
58.070;1
58.570;2
59.070;3
59.570;4
60.070;1
60.570;2
61.070;3
61.570;4
62.070;1
62.560;2
63.060;3
63.560;4
64.060;1
64.550;2
65.050;3
65.540;4
66.040;1
66.540;2
67.040;3
67.540;4
68.040;1
68.540;2
69.050;3
69.560;4
70.070;1
70.570;2
71.070;3
71.570;4
72.080;1
72.570;2
73.060;3
73.550;4
74.040;1
74.540;2
75.050;3
75.550;4
76.060;1
76.550;2
77.050;3
77.550;4
78.050;1
78.550;2
79.050;3
79.550;4
80.060;1
80.560;2
81.060;3
81.560;4
82.060;1
82.550;2
83.050;3
83.550;4
84.050;1
84.550;2
85.060;3
85.570;4
86.080;1
86.570;2
87.070;3
87.560;4
88.060;1
88.560;2
89.060;3
89.560;4
90.060;1
90.560;2
91.060;3
91.560;4
92.060;1
92.560;2
93.070;3
93.570;4
94.080;1
94.570;2
95.060;3
95.550;4
96.040;1
96.540;2
97.040;3
97.540;4
98.050;1
98.550;2
99.060;3
99.560;4
100.070;1
100.570;2
101.070;3
101.570;4
102.070;1
102.560;2
103.060;3
103.560;4
104.060;1
104.560;2
105.060;3
105.560;4
106.060;1
106.550;2
107.050;3
107.550;4
108.050;1
108.550;2
109.050;3
109.550;4
110.050;1
110.540;2
111.030;3
111.520;4
112.020;1
112.520;2
113.030;3
113.540;4
114.050;1
114.540;2
115.040;3
115.540;4
116.040;1
116.540;2
117.050;3
117.550;4
118.060;1
118.550;2
119.050;3
119.550;4
120.050;1
120.550;2
121.050;3
121.550;4
122.050;1
122.550;2
123.050;3
123.550;4
124.050;1
124.550;2
125.050;3
125.550;4
126.060;1
126.550;2
127.050;3
127.540;4
128.040;1
128.540;2
129.050;3
129.550;4
130.060;1
130.560;2
131.060;3
131.560;4
132.070;1
132.560;2
133.060;3
133.550;4
134.050;1
134.550;2
135.050;3
135.550;4
136.050;1
136.540;2
137.040;3
137.540;4
138.040;1
138.540;2
139.040;3
139.540;4
140.040;1
140.540;2
141.040;3
141.540;4
142.050;1
142.550;2
143.050;3
143.550;4
144.060;1
144.550;2
145.050;3
145.540;4
146.040;1
146.540;2
147.050;3
147.550;4
148.060;1
148.550;2
149.040;3
149.530;4
150.030;1
150.530;2
151.030;3
151.530;4
152.030;1
152.540;2
153.050;3
153.540;4
154.040;1
154.540;2
155.040;3
155.540;4
156.040;1
156.540;2
157.040;3
157.540;4
158.040;1
158.540;2
159.050;3
159.560;4
160.070;1
160.570;2
161.070;3
161.570;4
162.070;1
162.560;2
163.060;3
163.560;4
164.060;1
164.550;2
165.050;3
165.550;4
166.050;1
166.550;2
167.050;3
167.550;4
168.050;1
168.550;2
169.060;3
169.560;4
170.070;1
170.560;2
171.060;3
171.560;4
172.060;1
172.550;2
173.040;3
173.530;4
174.020;1
174.520;2
175.020;3
175.520;4
176.030;1
176.540;2
177.050;3
177.560;4
