t;beat
0.100;1
0.630;2
1.160;3
1.690;4
2.220;1
2.740;2
3.270;3
3.800;4
4.330;1
4.850;2
5.380;3
5.910;4
6.440;1
6.970;2
7.510;3
8.040;4
8.580;1
9.100;2
9.620;3
10.140;4
10.670;1
11.200;2
11.730;3
12.260;4
12.800;1
13.320;2
13.850;3
14.370;4
14.900;1
15.430;2
15.960;3
16.490;4
17.020;1
17.550;2
18.090;3
18.620;4
19.160;1
19.680;2
20.200;3
20.720;4
21.250;1
21.780;2
22.310;3
22.840;4
23.380;1
23.910;2
24.440;3
24.970;4
25.500;1
26.030;2
26.570;3
27.100;4
27.640;1
28.160;2
28.680;3
29.200;4
29.730;1
30.250;2
30.770;3
31.290;4
31.820;1
32.360;2
32.900;3
33.440;4
33.980;1
34.510;2
35.050;3
35.590;4
36.130;1
36.650;2
37.170;3
37.690;4
38.210;1
38.710;2
39.210;3
39.710;4
40.220;1
40.780;2
41.340;3
41.900;4
42.470;1
42.980;2
43.500;3
44.020;4
44.540;1
45.070;2
45.600;3
46.130;4
46.670;1
47.210;2
47.760;3
48.290;4
48.810;1
49.340;2
49.870;3
50.410;4
50.940;1
51.470;2
52.000;3
52.530;4
53.060;1
53.580;2
54.120;3
54.660;4
55.180;1
55.700;2
56.220;3
56.730;4
57.240;1
57.780;2
58.320;3
58.860;4
59.400;1
59.930;2
60.460;3
60.990;4
61.530;1
62.060;2
62.590;3
63.120;4
63.660;1
64.170;2
64.690;3
65.210;4
65.720;1
66.250;2
66.790;3
67.320;4
67.860;1
68.380;2
68.900;3
69.420;4
69.940;1
70.480;2
71.020;3
71.560;4
72.100;1
72.620;2
73.150;3
73.680;4
74.210;1
74.730;2
75.260;3
75.780;4
76.310;1
76.840;2
77.370;3
77.900;4
78.430;1
78.960;2
79.490;3
80.020;4
80.550;1
81.090;2
81.630;3
82.170;4
82.710;1
83.230;2
83.750;3
84.270;4
84.800;1
85.310;2
85.830;3
86.340;4
86.860;1
87.390;2
87.930;3
88.470;4
89.010;1
89.550;2
90.090;3
90.630;4
91.170;1
91.700;2
92.240;3
92.770;4
93.310;1
93.820;2
94.340;3
94.860;4
95.380;1
95.920;2
96.460;3
97.000;4
97.550;1
98.070;2
98.590;3
99.110;4
99.630;1
100.160;2
100.700;3
101.230;4
101.770;1
102.280;2
102.800;3
103.320;4
103.840;1
104.370;2
104.900;3
105.430;4
105.970;1
106.500;2
107.040;3
107.570;4
108.110;1
108.640;2
109.170;3
109.700;4
110.230;1
110.750;2
111.280;3
111.800;4
112.330;1
112.870;2
113.410;3
113.950;4
114.490;1
115.010;2
115.540;3
116.070;4
116.600;1
117.120;2
117.650;3
118.180;4
118.710;1
119.220;2
119.730;3
120.240;4
120.750;1
121.270;2
121.810;3
122.350;4
122.900;1
123.460;2
123.980;3
124.500;4
125.030;1
125.560;2
126.100;3
126.630;4
127.170;1
127.670;2
128.200;3
128.710;4
129.250;1
129.750;2
130.260;3
130.770;4
131.370;1
131.900;2
132.440;3
132.970;4
133.520;1
134.050;2
134.590;3
135.120;4
135.640;1
136.160;2
136.700;3
137.240;4
137.770;1
138.260;2
138.830;3
139.340;4
139.850;1
140.390;2
140.940;3
141.480;4
142.030;1
142.550;2
143.080;3
143.610;4
144.140;1
144.650;2
145.170;3
145.690;4
146.210;1
146.740;2
147.280;3
147.810;4
148.350;1
148.870;2
149.390;3
149.910;4
150.430;1
150.960;2
151.490;3
152.020;4
152.560;1
153.090;2
153.630;3
154.160;4
154.700;1
155.220;2
155.750;3
156.270;4
156.800;1
157.340;2
157.880;3
158.420;4
158.970;1
159.480;2
160.000;3
160.520;4
161.040;1
161.580;2
162.120;3
162.660;4
163.190;1
163.730;2
164.240;3
164.750;4
165.300;1
165.780;2
166.330;3
166.850;4
167.420;1
167.930;2
168.450;3
168.970;4
169.490;1
170.020;2
170.550;3
171.080;4
171.620;1
172.140;2
172.670;3
173.200;4
173.720;1
174.240;2
174.770;3
175.340;4
175.890;1
176.430;2
176.950;3
177.470;4
178.000;1
178.530;2
179.060;3
179.590;4
180.120;1
180.630;2
181.150;3
181.670;4
182.190;1
182.720;2
183.260;3
183.800;4
184.340;1
184.860;2
185.390;3
185.910;4
186.440;1
186.970;2
187.500;3
188.030;4
188.570;1
189.100;2
189.630;3
190.160;4
190.690;1
191.210;2
191.740;3
192.270;4
192.800;1
193.320;2
193.850;3
194.380;4
194.910;1
195.440;2
195.970;3
196.500;4
197.040;1
197.560;2
198.090;3
198.610;4
199.140;1
199.670;2
200.200;3
200.730;4
201.270;1
201.790;2
202.320;3
202.850;4
203.380;1
203.920;2
204.470;3
205.010;4
205.560;1
208.130;2
