t;beat
0.070;1
0.650;3
1.260;5
1.790;1
2.330;3
2.850;5
3.390;1
3.950;3
4.500;5
5.040;1
5.580;3
6.120;5
6.680;1
7.240;3
7.790;5
8.330;1
8.860;3
9.420;5
9.960;1
10.500;3
11.060;5
11.600;1
12.140;3
12.690;5
13.230;1
13.780;3
14.350;5
14.870;1
15.520;3
16.110;5
16.710;1
17.310;3
17.890;5
18.430;1
19.000;3
19.570;5
20.140;1
20.690;3
21.250;5
21.770;1
22.320;3
22.880;5
23.430;1
24.010;3
24.540;5
25.120;1
25.680;3
26.240;5
26.760;1
27.320;3
27.870;5
28.410;1
28.970;3
29.530;5
30.060;1
30.600;3
31.140;5
31.700;1
32.230;3
32.820;5
33.350;1
33.880;3
34.430;5
34.940;1
35.490;3
36.070;5
36.610;1
37.130;3
37.700;5
38.210;1
38.760;3
39.310;5
39.880;1
40.440;3
40.980;5
41.550;1
42.070;3
42.620;5
43.200;1
43.800;3
44.400;5
44.960;1
45.490;3
46.020;5
46.580;1
47.090;3
47.730;5
48.260;1
48.800;3
49.340;5
49.900;1
50.450;3
51.000;5
51.550;1
52.090;3
52.640;5
53.210;1
53.790;3
54.340;5
54.880;1
55.470;3
56.080;5
56.640;1
57.250;3
57.810;5
58.360;1
58.910;3
59.460;5
60.020;1
60.610;3
61.180;5
61.770;1
62.380;3
62.990;5
63.690;1
64.460;3
65.330;5
66.140;1
66.690;3
67.260;5
67.830;1
68.380;3
68.940;5
69.490;1
70.030;3
70.580;5
71.130;1
71.680;3
72.240;5
72.760;1
73.290;3
73.850;5
74.380;1
74.900;3
75.440;5
75.990;1
76.520;3
77.070;5
77.620;1
78.140;3
78.690;5
79.210;1
79.770;3
80.310;5
80.890;1
81.400;3
81.890;5
82.460;1
82.990;3
83.480;5
84.040;1
84.570;3
85.070;5
85.630;1
86.140;3
86.610;5
87.170;1
87.750;3
88.250;5
88.750;1
89.290;3
89.830;5
90.370;1
90.920;3
91.470;5
92.040;1
92.570;3
93.140;5
93.700;1
94.250;3
94.800;5
95.340;1
95.890;3
96.410;5
96.950;1
97.490;3
98.050;5
98.560;1
99.080;3
99.670;5
100.200;1
100.730;3
101.270;5
101.840;1
102.390;3
102.950;5
103.470;1
104.050;3
104.590;5
105.150;1
105.670;3
106.240;5
106.780;1
107.320;3
107.880;5
108.490;1
109.030;3
109.560;5
110.130;1
110.690;3
111.210;5
111.760;1
112.320;3
112.830;5
113.390;1
113.930;3
114.470;5
115.020;1
115.570;3
116.130;5
116.690;1
117.240;3
117.760;5
118.380;1
119.000;3
119.620;5
120.290;1
121.070;3
122.000;5
124.010;1
124.790;3
125.520;5
126.250;1
126.820;3
127.420;5
127.950;1
128.500;3
129.020;5
129.580;1
130.130;3
130.670;5
131.210;1
131.750;3
132.290;5
132.850;1
133.400;3
133.960;5
134.500;1
135.050;3
135.580;5
136.120;1
136.670;3
137.230;5
137.780;1
138.310;3
138.860;5
139.390;1
139.960;3
140.530;5
141.050;1
141.650;3
142.240;5
142.850;1
143.460;3
144.040;5
144.600;1
145.170;3
145.740;5
146.300;1
146.860;3
147.410;5
147.930;1
148.480;3
149.040;5
149.580;1
150.170;3
150.710;5
151.290;1
151.850;3
152.390;5
152.940;1
153.490;3
154.040;5
154.590;1
155.130;3
155.700;5
156.240;1
156.770;3
157.320;5
157.870;1
158.430;3
158.980;5
159.530;1
160.040;3
160.590;5
161.120;1
161.660;3
162.240;5
162.780;1
163.300;3
163.860;5
164.380;1
164.930;3
165.480;5
166.050;1
166.620;3
167.150;5
167.740;1
168.240;3
168.780;5
169.380;1
169.950;3
170.580;5
171.100;1
171.640;3
172.170;5
172.690;1
173.230;3
173.820;5
174.380;1
174.910;3
175.460;5
176.020;1
176.580;3
177.130;5
177.670;1
178.200;3
178.750;5
179.300;1
179.860;3
180.420;5
180.970;1
181.550;3
182.180;5
182.770;1
183.330;3
183.900;5
184.460;1
185.010;3
185.560;5
186.120;1
186.670;3
187.310;5
187.950;1
188.660;3
189.610;5
191.280;1
192.690;3
194.120;5
