t;beat
0.060;1
0.940;2
1.860;1
2.690;2
3.550;1
4.410;2
5.280;1
6.200;2
7.130;1
8.020;2
8.900;1
9.800;2
10.740;1
11.620;2
12.500;1
13.400;2
14.300;1
15.190;2
16.090;1
17.010;2
17.930;1
18.830;2
19.740;1
20.620;2
21.510;1
22.420;2
23.330;1
24.250;2
25.180;1
26.080;2
26.980;1
27.890;2
28.800;1
29.720;2
30.650;1
31.610;2
32.570;1
33.460;2
34.350;1
35.300;2
36.250;1
37.180;2
38.120;1
39.030;2
39.950;1
40.850;2
41.780;1
42.720;2
43.640;1
44.600;2
45.540;1
46.480;2
47.420;1
48.290;2
49.190;1
50.090;2
51.100;1
52.020;2
52.950;1
53.910;2
54.830;1
55.810;2
56.760;1
57.710;2
58.660;1
59.580;2
60.500;1
61.420;2
62.340;1
63.260;2
64.190;1
65.120;2
66.050;1
66.980;2
67.910;1
68.840;2
69.770;1
70.650;2
71.630;1
72.520;2
73.480;1
74.400;2
75.320;1
76.260;2
77.200;1
78.130;2
79.060;1
79.990;2
80.930;1
81.860;2
82.810;1
83.720;2
84.690;1
85.590;2
86.510;1
87.410;2
88.340;1
89.290;2
90.240;1
91.180;2
92.120;1
93.070;2
93.920;1
94.880;2
95.840;1
96.750;2
97.670;1
98.590;2
99.510;1
100.430;2
101.360;1
102.290;2
103.220;1
104.170;2
105.120;1
106.070;2
107.020;1
107.920;2
108.870;1
109.810;2
110.750;1
111.660;2
112.590;1
113.540;2
114.480;1
115.390;2
116.310;1
117.220;2
118.140;1
119.060;2
119.990;1
120.920;2
121.850;1
122.790;2
123.730;1
124.670;2
125.610;1
126.500;2
127.430;1
128.360;2
129.300;1
130.250;2
131.180;1
132.120;2
133.030;1
133.940;2
134.920;1
135.880;2
136.840;1
137.750;2
138.670;1
139.600;2
140.540;1
141.460;2
142.390;1
143.340;2
144.320;1
145.220;2
146.120;1
147.050;2
147.980;1
148.920;2
149.870;1
150.800;2
151.730;1
152.610;2
153.500;1
154.460;2
155.430;1
156.360;2
157.310;1
158.220;2
159.220;1
160.120;2
161.110;1
162.020;2
162.930;1
163.870;2
164.810;1
165.750;2
166.690;1
167.600;2
168.530;1
169.460;2
170.420;1
171.350;2
172.280;1
173.230;2
174.180;1
175.120;2
176.060;1
177.000;2
177.950;1
178.810;2
179.900;1
180.740;2
182.010;1
183.280;2
