t;beat
0.120;1
0.910;3
1.710;1
2.380;3
3.030;1
3.780;3
4.530;1
5.240;3
5.960;1
6.690;3
7.410;1
8.130;3
8.830;1
9.540;3
10.270;1
10.980;3
11.700;1
12.410;3
13.130;1
13.830;3
14.540;1
15.270;3
16.010;1
16.720;3
17.430;1
18.160;3
18.890;1
19.600;3
20.310;1
21.040;3
21.770;1
22.480;3
23.200;1
23.920;3
24.650;1
25.360;3
26.070;1
26.790;3
27.520;1
28.250;3
28.980;1
29.700;3
30.430;1
31.140;3
31.860;1
32.550;3
33.260;1
33.990;3
34.720;1
35.450;3
36.180;1
36.910;3
37.640;1
38.340;3
39.040;1
39.760;3
40.490;1
41.180;3
41.880;1
42.600;3
43.320;1
44.030;3
44.750;1
45.480;3
46.210;1
46.910;3
47.610;1
48.340;3
49.070;1
49.790;3
50.520;1
51.240;3
51.970;1
52.690;3
53.420;1
54.130;3
54.850;1
55.560;3
56.270;1
56.980;3
57.690;1
58.400;3
59.110;1
59.820;3
60.540;1
61.230;3
61.920;1
62.640;3
63.370;1
64.100;3
64.830;1
65.550;3
66.270;1
66.970;3
67.630;1
68.390;3
69.110;1
69.840;3
70.580;1
71.300;3
72.020;1
72.710;3
73.400;1
74.120;3
74.840;1
75.550;3
76.270;1
76.970;3
77.670;1
78.370;3
79.070;1
79.790;3
80.470;1
81.190;3
81.920;1
82.620;3
83.320;1
84.020;3
84.720;1
85.470;3
86.220;1
86.940;3
87.660;1
88.350;3
89.100;1
89.780;3
90.470;1
91.200;3
91.940;1
92.650;3
93.370;1
94.080;3
94.790;1
95.520;3
96.260;1
96.980;3
97.700;1
98.410;3
99.120;1
99.840;3
100.570;1
101.280;3
102.000;1
102.720;3
103.440;1
104.150;3
104.870;1
105.570;3
106.280;1
106.990;3
107.710;1
108.430;3
109.160;1
109.890;3
110.630;1
111.340;3
112.050;1
112.750;3
113.450;1
114.140;3
114.840;1
115.560;3
116.290;1
117.000;3
117.720;1
118.440;3
119.170;1
119.900;3
120.630;1
121.380;3
122.090;1
122.810;3
123.540;1
124.250;3
124.970;1
125.680;3
126.390;1
127.110;3
127.830;1
128.540;3
129.260;1
129.980;3
130.700;1
131.400;3
132.110;1
132.840;3
133.570;1
134.280;3
134.990;1
135.710;3
136.440;1
137.140;3
137.850;1
138.610;3
139.370;1
140.090;3
140.810;1
141.500;3
142.190;1
142.880;3
143.570;1
144.340;3
145.030;1
145.720;3
146.470;1
147.180;3
147.890;1
148.600;3
149.310;1
150.060;3
150.810;1
151.540;3
152.280;1
152.980;3
153.690;1
154.440;3
155.190;1
155.930;3
156.680;1
157.400;3
158.120;1
158.840;3
159.570;1
160.310;3
161.020;1
161.770;3
162.530;1
163.260;3
163.990;1
164.730;3
165.470;1
166.190;3
166.910;1
167.610;3
168.310;1
169.060;3
169.810;1
170.540;3
171.270;1
172.010;3
172.750;1
173.490;3
174.230;1
174.940;3
175.650;1
176.390;3
177.130;1
177.850;3
178.580;1
179.290;3
180.010;1
180.730;3
181.460;1
182.210;3
182.960;1
183.660;3
184.370;1
185.090;3
185.810;1
186.510;3
187.210;1
187.980;3
188.760;1
189.540;3
190.320;1
191.100;3
191.880;1
192.660;3
193.440;1
