t;beat
0.000;4
0.470;1
0.940;2
1.410;3
1.880;4
2.350;1
2.820;2
3.300;3
3.780;4
4.260;1
4.730;2
5.190;3
5.660;4
6.140;1
6.600;2
7.070;3
7.540;4
8.000;1
8.490;2
8.990;3
9.460;4
9.940;1
10.430;2
10.910;3
11.380;4
11.830;1
12.310;2
12.800;3
13.290;4
13.780;1
14.260;2
14.750;3
15.240;4
15.730;1
16.210;2
16.700;3
17.180;4
17.670;1
18.130;2
18.600;3
19.060;4
19.530;1
20.010;2
20.490;3
20.970;4
21.450;1
21.910;2
22.370;3
22.830;4
23.300;1
23.760;2
24.230;3
24.700;4
25.170;1
25.670;2
26.160;3
26.590;4
27.080;1
27.580;2
28.050;3
28.530;4
29.000;1
29.450;2
29.940;3
30.420;4
30.890;1
31.400;2
31.860;3
32.220;4
32.590;1
33.070;2
33.620;3
34.160;4
34.700;1
35.240;2
35.790;3
36.330;4
36.870;1
37.410;2
37.960;3
38.490;4
38.960;1
39.430;2
39.900;3
40.390;4
40.880;1
41.350;2
41.840;3
42.330;4
42.820;1
43.280;2
43.780;3
44.250;4
44.740;1
45.220;2
45.670;3
46.170;4
46.650;1
47.120;2
47.600;3
48.090;4
48.550;1
49.010;2
49.460;3
49.940;4
50.400;1
50.860;2
51.330;3
51.810;4
52.280;1
52.780;2
53.260;3
53.720;4
54.230;1
54.680;2
55.150;3
55.620;4
56.110;1
56.570;2
57.040;3
57.500;4
58.000;1
58.470;2
58.940;3
59.400;4
59.890;1
60.360;2
60.820;3
61.300;4
61.790;1
62.250;2
62.760;3
63.250;4
63.730;1
64.210;2
64.680;3
65.160;4
65.660;1
66.130;2
66.630;3
67.100;4
67.570;1
68.030;2
68.510;3
68.990;4
69.470;1
69.940;2
70.390;3
70.870;4
71.350;1
71.830;2
72.310;3
72.780;4
73.250;1
73.720;2
74.200;3
74.650;4
75.120;1
75.600;2
76.060;3
76.530;4
77.010;1
77.480;2
77.950;3
78.430;4
78.890;1
79.360;2
79.810;3
80.270;4
80.740;1
81.200;2
81.670;3
82.130;4
82.580;5
83.030;6
83.490;1
83.960;2
84.430;3
84.900;4
85.370;1
85.820;2
86.270;3
86.720;4
87.180;1
87.650;2
88.120;3
88.590;4
89.060;1
89.510;2
89.970;3
90.420;4
90.880;1
91.340;2
91.810;3
92.270;4
92.740;1
93.190;2
93.640;3
94.090;4
94.550;1
95.010;2
95.470;3
95.930;4
96.400;1
96.840;2
97.290;3
97.730;4
98.180;1
98.630;2
99.090;3
99.540;4
100.000;1
100.450;2
100.900;3
101.350;4
101.800;1
102.260;2
102.730;3
103.200;4
103.670;1
104.110;2
104.550;3
104.990;4
105.430;1
105.880;2
106.340;3
106.790;4
107.250;1
107.690;2
108.140;3
108.590;4
109.040;1
109.500;2
109.970;3
