t;beat
0.020;1
0.430;2
0.850;3
1.260;4
1.680;1
2.090;2
2.510;3
2.930;4
3.350;1
3.760;2
4.180;3
4.590;4
5.010;1
5.420;2
5.840;3
6.250;4
6.670;1
7.080;2
7.490;3
7.900;4
8.310;1
8.720;2
9.130;3
9.540;4
9.950;1
10.370;2
10.790;3
11.210;4
11.630;1
12.040;2
12.450;3
12.860;4
13.280;1
13.690;2
14.110;3
14.520;4
14.940;1
15.350;2
15.770;3
16.190;4
16.610;1
17.010;2
17.420;3
17.830;4
18.240;1
18.650;2
19.060;3
19.470;4
19.890;1
20.300;2
20.710;3
21.120;4
21.540;1
21.960;2
22.380;3
22.800;4
23.210;1
23.620;2
24.030;3
24.440;4
24.860;1
25.270;2
25.680;3
26.090;4
26.510;1
26.920;2
27.340;3
27.750;4
28.170;1
28.580;2
29.000;3
29.410;4
29.830;1
30.240;2
30.660;3
31.070;4
31.490;1
31.900;2
32.320;3
32.730;4
33.150;1
33.550;2
33.960;3
34.370;4
34.780;1
35.190;2
35.610;3
36.020;4
36.440;1
36.850;2
37.260;3
37.670;4
38.090;1
38.500;2
38.910;3
39.320;4
39.730;1
40.140;2
40.560;3
40.980;4
41.400;1
41.810;2
42.230;3
42.640;4
43.060;1
43.470;2
43.880;3
44.290;4
44.700;1
45.120;2
45.540;3
45.960;4
46.380;1
46.790;2
47.200;3
47.610;4
48.030;1
48.440;2
48.850;3
49.260;4
49.670;1
50.080;2
50.490;3
50.900;4
51.310;1
51.730;2
52.150;3
52.570;4
52.990;1
53.400;2
53.820;3
54.230;4
54.650;1
55.060;2
55.470;3
55.880;4
56.300;1
56.710;2
57.130;3
57.540;4
57.960;1
58.370;2
58.780;3
59.190;4
59.610;1
60.020;2
60.430;3
60.840;4
61.260;1
61.670;2
62.090;3
62.510;4
62.930;1
63.340;2
63.750;3
64.160;4
64.570;1
64.980;2
65.400;3
65.820;4
66.240;1
66.650;2
67.060;3
67.470;4
67.880;1
68.290;2
68.710;3
69.120;4
69.540;1
69.950;2
70.370;3
70.780;4
71.200;1
71.610;2
72.030;3
72.440;4
72.860;1
73.270;2
73.680;3
74.090;4
74.510;1
74.920;2
75.340;3
75.750;4
76.170;1
76.580;2
76.990;3
77.400;4
77.820;1
78.230;2
78.640;3
79.050;4
79.470;1
79.880;2
80.300;3
80.710;4
81.130;1
81.540;2
81.960;3
82.380;4
82.800;1
83.210;2
83.620;3
84.030;4
84.440;1
84.850;2
85.260;3
85.670;4
86.090;1
86.500;2
86.920;3
87.330;4
87.750;1
88.160;2
88.570;3
88.980;4
89.390;1
89.800;2
90.220;3
90.630;4
91.050;1
91.460;2
91.870;3
92.280;4
92.690;1
93.110;2
93.530;3
93.950;4
94.370;1
94.780;2
95.200;3
95.620;4
96.040;1
96.450;2
96.860;3
97.270;4
97.690;1
98.100;2
98.510;3
98.920;4
99.340;1
99.750;2
100.160;3
100.570;4
100.990;1
101.400;2
101.820;3
102.230;4
102.650;1
103.060;2
103.470;3
103.880;4
104.300;1
104.710;2
105.120;3
105.530;4
105.950;1
106.360;2
106.780;3
107.190;4
107.610;1
108.020;2
108.430;3
108.840;4
109.260;1
109.670;2
110.090;3
110.500;4
110.920;1
111.330;2
111.750;3
112.160;4
112.580;1
112.990;2
113.400;3
113.810;4
114.230;1
114.640;2
115.060;3
115.480;4
115.900;1
116.310;2
116.720;3
117.130;4
117.550;1
117.960;2
118.380;3
118.790;4
119.210;1
119.620;2
120.030;3
120.440;4
120.850;1
121.260;2
121.670;3
122.080;4
122.500;1
122.910;2
123.330;3
123.740;4
124.160;1
124.570;2
124.990;3
125.410;4
125.830;1
126.240;2
126.650;3
127.060;4
127.470;1
127.880;2
128.290;3
128.700;4
129.120;1
129.530;2
129.940;3
130.350;4
130.770;1
131.180;2
131.600;3
132.010;4
132.430;1
132.840;2
133.250;3
133.660;4
134.080;1
134.490;2
134.910;3
135.330;4
135.750;1
136.160;2
136.570;3
136.980;4
137.400;1
137.810;2
138.230;3
138.640;4
139.060;1
139.470;2
139.880;3
140.290;4
140.710;1
141.120;2
141.530;3
141.940;4
142.350;1
142.770;2
143.190;3
143.610;4
144.040;1
144.450;2
144.860;3
145.270;4
145.690;1
146.100;2
146.510;3
146.920;4
147.340;1
147.750;2
148.160;3
148.570;4
148.990;1
149.400;2
149.810;3
150.220;4
150.630;1
151.040;2
151.460;3
151.870;4
152.290;1
152.700;2
153.120;3
153.530;4
153.950;1
154.360;2
154.780;3
155.190;4
155.610;1
156.020;2
156.440;3
156.850;4
157.270;1
157.680;2
158.100;3
158.510;4
158.930;1
159.330;2
159.740;3
160.150;4
160.560;1
160.970;2
161.390;3
161.810;4
162.230;1
162.640;2
163.050;3
163.460;4
163.870;1
164.280;2
164.700;3
165.120;4
165.540;1
165.950;2
166.360;3
166.770;4
167.190;1
167.600;2
168.020;3
168.440;4
168.860;1
169.270;2
169.680;3
170.090;4
170.500;1
170.910;2
171.320;3
171.730;4
172.140;1
172.550;2
172.970;3
173.390;4
173.810;1
174.220;2
174.640;3
175.060;4
175.480;1
175.890;2
176.300;3
176.710;4
177.120;1
177.530;2
177.950;3
178.360;4
178.780;1
179.180;2
179.590;3
180.000;4
180.410;1
180.830;2
181.250;3
181.670;4
182.090;1
182.500;2
182.910;3
183.320;4
183.730;1
184.140;2
184.560;3
184.970;4
185.390;1
185.800;2
186.220;3
186.630;4
187.050;1
187.460;2
187.880;3
188.290;4
