t;beat
0.170;3
0.550;4
0.940;1
1.360;2
1.780;3
2.170;4
2.570;1
2.960;2
3.360;3
3.760;4
4.170;1
4.560;2
4.960;3
5.360;4
5.760;1
6.150;2
6.550;3
6.950;4
7.350;1
7.750;2
8.150;3
8.550;4
8.960;1
9.360;2
9.760;3
10.160;4
10.560;1
10.960;2
11.370;3
11.770;4
12.170;1
12.570;2
12.970;3
13.370;4
13.780;1
14.180;2
14.580;3
14.980;4
15.380;1
15.780;2
16.180;3
16.580;4
16.980;1
17.370;2
17.770;3
18.170;4
18.570;1
18.960;2
19.360;3
19.760;4
20.160;1
20.560;2
20.960;3
21.360;4
21.760;1
22.160;2
22.560;3
22.960;4
23.360;1
23.760;2
24.160;3
24.560;4
24.960;1
25.360;2
25.760;3
26.160;4
26.570;1
26.970;2
27.370;3
27.770;4
28.170;1
28.570;2
28.970;3
29.370;4
29.770;1
30.160;2
30.560;3
30.960;4
31.360;1
31.760;2
32.160;3
32.560;4
32.960;1
33.360;2
33.760;3
34.160;4
34.570;1
34.960;2
35.360;3
35.760;4
36.160;1
36.560;2
36.960;3
37.360;4
37.760;1
38.160;2
38.560;3
38.960;4
39.360;1
39.750;2
40.150;3
40.550;4
40.950;1
41.350;2
41.760;3
42.160;4
42.570;1
42.960;2
43.360;3
43.760;4
44.160;1
44.550;2
44.950;3
45.350;4
45.750;1
46.150;2
46.560;3
46.960;4
47.370;1
47.760;2
48.160;3
48.560;4
48.960;1
49.360;2
49.760;3
50.160;4
50.560;1
50.960;2
51.360;3
51.760;4
52.160;1
52.560;2
52.960;3
53.360;4
53.760;1
54.150;2
54.550;3
54.950;4
55.350;1
55.750;2
56.150;3
56.550;4
56.960;1
57.360;2
57.760;3
58.160;4
58.560;1
58.960;2
59.360;3
59.760;4
60.170;1
60.570;2
60.970;3
61.370;4
61.770;1
62.170;2
62.570;3
62.970;4
63.370;1
63.760;2
64.160;3
64.560;4
64.960;1
65.350;2
65.750;3
66.150;4
66.550;1
66.950;2
67.360;3
67.770;4
68.180;1
68.580;2
68.980;3
69.380;4
69.780;1
70.170;2
70.570;3
70.960;4
71.360;1
71.760;2
72.160;3
72.560;4
72.970;1
73.370;2
73.770;3
74.170;4
74.580;1
74.980;2
75.380;3
75.780;4
76.180;1
76.570;2
76.960;3
77.350;4
77.750;1
78.150;2
78.550;3
78.950;4
79.360;1
79.760;2
80.160;3
80.560;4
80.970;1
81.370;2
81.770;3
82.170;4
82.570;1
82.960;2
83.360;3
83.760;4
84.160;1
84.560;2
84.960;3
85.360;4
85.770;1
86.170;2
86.570;3
86.970;4
87.380;1
87.770;2
88.170;3
88.560;4
88.960;1
89.360;2
89.760;3
90.160;4
90.570;1
90.970;2
91.370;3
91.770;4
92.170;1
92.580;2
92.970;3
93.360;4
93.750;1
94.150;2
94.550;3
94.960;4
95.380;1
95.770;2
96.160;3
96.550;4
96.950;1
97.350;2
97.760;3
98.160;4
98.570;1
98.960;2
99.350;3
99.740;4
100.140;1
100.540;2
100.950;3
101.360;4
101.770;1
102.160;2
102.560;3
102.950;4
103.350;1
103.750;2
104.160;3
104.560;4
104.970;1
105.360;2
105.760;3
106.160;4
106.560;1
106.960;2
107.360;3
107.760;4
108.160;1
108.560;2
108.960;3
109.360;4
109.770;1
110.160;2
110.560;3
110.960;4
111.360;1
111.760;2
112.160;3
112.560;4
112.970;1
113.370;2
113.780;3
114.180;4
114.590;1
114.990;2
115.390;3
115.790;4
116.200;1
116.590;2
116.980;3
117.370;4
117.770;1
118.160;2
118.560;3
118.960;4
119.360;1
119.760;2
120.160;3
120.560;4
120.970;1
121.370;2
121.770;3
122.170;4
122.570;1
122.970;2
123.380;3
123.780;4
124.190;1
124.590;2
124.990;3
125.390;4
125.800;1
126.190;2
126.590;3
126.980;4
127.380;1
127.770;2
128.170;3
128.570;4
128.970;1
129.370;2
129.780;3
130.180;4
130.590;1
130.980;2
131.380;3
131.770;4
132.170;1
132.570;2
132.970;3
133.370;4
133.780;1
134.170;2
134.570;3
134.970;4
135.370;1
135.770;2
136.170;3
136.570;4
136.970;1
137.360;2
137.760;3
138.160;4
138.560;1
138.960;2
139.360;3
139.760;4
140.160;1
140.550;2
140.950;3
141.340;4
141.740;1
142.140;2
142.550;3
142.950;4
143.360;1
143.740;2
144.130;3
144.520;4
144.910;1
145.320;2
145.730;3
146.140;4
146.560;1
146.960;2
147.360;3
147.760;4
148.160;1
148.560;2
148.960;3
149.360;4
149.760;1
150.160;2
150.570;3
150.970;4
151.380;1
151.770;2
152.170;3
152.560;4
152.960;1
153.360;2
153.760;3
154.160;4
154.560;1
154.960;2
155.360;3
155.760;4
156.160;1
156.550;2
156.950;3
157.340;4
157.740;1
158.140;2
158.550;3
158.950;4
159.360;1
159.760;2
160.160;3
160.560;4
160.960;1
161.360;2
161.770;3
162.170;4
162.580;1
162.970;2
163.370;3
163.760;4
164.160;1
164.550;2
164.950;3
165.350;4
165.750;1
166.150;2
166.560;3
166.960;4
167.370;1
167.760;2
168.160;3
168.560;4
168.960;1
169.350;2
169.750;3
170.140;4
170.540;1
170.940;2
171.350;3
171.760;4
172.170;1
172.560;2
172.960;3
173.360;4
173.760;1
174.160;2
174.570;3
174.970;4
175.380;1
175.770;2
176.160;3
176.550;4
176.950;1
177.350;2
177.750;3
178.150;4
178.560;1
178.960;2
179.360;3
179.760;4
180.160;1
