t;beat
0.410;1
1.280;2
2.150;1
3.210;2
4.220;1
5.160;2
5.910;3
6.880;1
7.910;2
8.940;1
9.800;2
10.630;1
11.450;2
12.430;1
13.300;2
14.170;1
15.190;2
16.500;1
17.370;2
18.190;1
19.140;2
20.050;1
21.010;2
21.900;3
22.920;1
23.860;2
24.800;1
25.680;2
26.660;1
27.610;2
28.580;1
29.450;2
30.330;1
31.390;2
32.460;1
33.390;2
34.320;1
35.320;2
36.330;1
37.250;2
38.180;1
39.160;2
40.140;1
41.050;2
41.960;1
42.920;2
43.890;1
44.890;2
45.890;1
46.880;2
48.070;1
49.280;2
50.230;1
51.540;2
52.780;1
53.710;2
54.710;1
55.900;2
57.090;1
58.010;2
58.930;1
60.190;2
61.450;1
62.330;2
63.560;1
64.710;2
66.160;1
67.160;2
68.160;1
69.050;2
69.940;1
70.930;2
71.920;1
72.850;2
73.780;3
74.770;1
75.780;2
76.790;1
77.690;2
78.600;1
79.540;2
80.520;1
81.440;2
82.390;1
83.480;2
84.590;1
85.590;2
86.410;1
87.370;2
88.350;1
89.310;2
90.270;3
91.230;1
92.260;2
93.150;1
94.240;2
95.160;1
96.190;2
97.150;1
98.070;2
99.110;1
100.340;2
101.690;1
102.640;2
103.570;1
104.500;2
105.430;1
106.340;2
107.240;1
108.190;2
109.120;1
110.040;2
110.960;1
111.830;2
112.710;1
113.600;2
114.500;1
115.380;2
116.260;1
117.130;2
118.010;1
118.880;2
119.760;1
120.630;2
121.500;1
122.400;2
123.300;1
124.170;2
125.040;1
125.920;2
126.800;1
127.700;2
128.600;1
129.480;2
130.360;1
131.260;2
132.170;1
133.070;2
133.970;1
134.850;2
135.730;1
136.620;2
137.510;1
138.360;2
139.220;1
140.110;2
141.000;1
141.860;2
142.720;1
143.580;2
144.450;1
145.320;2
146.190;1
147.050;2
147.920;1
148.780;2
149.640;1
150.500;2
151.370;1
152.220;2
153.080;1
153.950;2
154.840;1
155.720;2
156.590;1
157.390;2
158.190;1
159.030;2
159.870;1
160.670;2
161.480;1
162.290;2
163.110;1
163.930;2
164.760;1
165.610;2
166.460;1
167.280;2
168.100;1
168.940;2
169.750;1
170.640;2
171.500;1
172.360;2
173.210;1
174.100;2
174.970;1
175.790;2
176.620;1
177.510;2
178.410;1
179.300;2
180.200;1
181.110;2
182.030;1
183.100;2
184.110;1
185.160;2
186.310;1
187.300;2
188.290;1
189.260;2
190.230;1
191.140;2
192.090;3
193.080;1
194.090;2
195.080;1
196.010;2
196.940;1
197.990;2
199.000;1
199.870;2
200.860;1
201.860;2
202.950;1
203.910;2
204.870;1
205.840;2
206.790;1
207.740;2
208.690;3
209.670;1
210.700;2
211.650;1
212.570;2
213.520;1
214.530;2
215.450;1
216.380;2
217.310;1
218.310;2
219.320;1
220.320;2
221.240;1
222.190;2
223.150;1
224.090;2
225.030;3
225.990;1
227.020;2
228.040;1
228.940;2
229.840;1
230.830;2
231.800;1
232.730;2
233.670;1
234.750;2
235.840;1
236.660;2
237.490;1
238.570;2
239.650;1
240.740;2
241.830;1
242.720;2
243.640;1
245.060;2
246.480;1
247.760;2
249.050;1
250.110;2
251.170;1
252.070;2
253.160;1
254.500;2
255.540;1
256.510;2
257.570;1
258.820;2
260.030;1
261.180;2
262.330;1
263.460;2
264.570;1
265.890;2
267.180;1
268.230;2
269.280;1
270.240;2
271.200;1
272.100;2
273.010;1
273.920;2
274.850;1
275.860;2
276.750;1
277.710;2
278.630;1
279.500;2
280.380;1
281.360;2
282.280;1
283.200;2
284.110;1
285.040;2
285.970;1
286.900;2
287.820;1
288.710;2
289.590;1
290.500;2
291.410;1
292.330;2
293.260;1
294.170;2
295.090;1
296.010;2
296.930;1
297.830;2
298.740;1
299.660;2
300.590;1
301.470;2
302.350;1
303.230;2
304.120;1
304.990;2
305.870;1
306.740;2
307.620;1
308.470;2
309.320;1
310.180;2
311.040;1
311.920;2
312.800;1
313.750;2
314.710;1
315.770;2
316.840;1
317.820;2
318.800;1
319.840;2
320.870;1
321.800;2
322.730;1
324.030;2
325.130;1
326.010;2
327.060;1
328.020;2
328.940;1
329.850;2
330.950;1
332.080;2
333.210;1
334.340;2
335.470;1
336.620;2
337.390;1
338.340;2
339.400;1
340.530;2
341.330;1
342.360;2
343.400;1
344.360;2
345.240;1
346.120;2
347.120;1
348.150;2
349.180;1
350.410;2
351.240;1
352.050;2
352.930;1
353.890;2
355.490;1
356.800;2
358.110;1
359.740;2
361.380;1
363.020;2
