t;beat
0.130;1
0.680;2
1.240;3
1.800;4
2.360;1
2.900;2
3.440;3
3.980;4
4.520;1
5.060;2
5.610;3
6.150;4
6.700;1
7.240;2
7.790;3
8.330;4
8.880;1
9.420;2
9.960;3
10.500;4
11.050;1
11.590;2
12.130;3
12.670;4
13.220;1
13.770;2
14.320;3
14.870;4
15.430;1
15.970;2
16.520;3
17.050;4
17.590;1
18.150;2
18.720;3
19.250;4
19.800;1
20.330;2
20.870;3
21.410;4
21.950;1
22.500;2
23.050;3
23.600;4
24.150;1
24.690;2
25.230;3
25.750;4
26.280;1
26.850;2
27.420;3
27.960;4
28.510;1
29.050;2
29.590;3
30.140;4
30.700;1
31.240;2
31.780;3
32.330;4
32.880;1
33.420;2
33.970;3
34.500;4
35.040;1
35.580;2
36.130;3
36.680;4
37.240;1
37.790;2
38.330;3
38.860;4
39.430;1
39.970;2
40.510;3
41.050;4
41.600;1
42.140;2
42.680;3
43.220;4
43.770;1
44.320;2
44.880;3
45.410;4
45.950;1
46.490;2
47.030;3
47.570;4
48.120;1
48.670;2
49.220;3
49.760;4
50.300;1
50.840;2
51.390;3
51.910;4
52.440;1
53.010;2
53.590;3
54.140;4
54.700;1
55.220;2
55.740;3
56.280;4
56.830;1
57.390;2
57.960;3
58.500;4
59.050;1
59.590;2
60.140;3
60.680;4
61.230;1
61.780;2
62.330;3
62.880;4
63.430;1
63.970;2
64.510;3
65.050;4
65.600;1
66.140;2
66.690;3
67.240;4
67.790;1
68.320;2
68.860;3
69.400;4
69.940;1
70.490;2
71.050;3
71.600;4
72.160;1
72.680;2
73.200;3
73.740;4
74.290;1
74.840;2
75.400;3
75.950;4
76.500;1
77.040;2
77.580;3
78.120;4
78.670;1
79.220;2
79.780;3
80.320;4
80.860;1
81.400;2
81.950;3
82.490;4
83.030;1
83.560;2
84.100;3
84.660;4
85.230;1
85.780;2
86.330;3
86.850;4
87.380;1
87.940;2
88.500;3
89.040;4
89.590;1
90.130;2
90.670;3
91.200;4
91.740;1
92.300;2
92.870;3
93.400;4
93.940;1
94.480;2
95.020;3
95.550;4
96.080;1
96.640;2
97.200;3
97.760;4
98.320;1
98.860;2
99.410;3
99.950;4
100.500;1
101.040;2
101.590;3
102.140;4
102.690;1
103.230;2
103.770;3
104.310;4
104.860;1
105.410;2
105.960;3
106.500;4
107.040;1
107.580;2
108.130;3
108.670;4
109.210;1
109.760;2
110.310;3
110.850;4
111.400;1
111.940;2
112.490;3
113.030;4
113.580;1
114.130;2
114.680;3
115.230;4
115.790;1
116.330;2
116.880;3
117.420;4
117.970;1
118.510;2
119.050;3
119.600;4
120.160;1
120.700;2
121.240;3
121.790;4
122.340;1
122.880;2
123.420;3
123.950;4
124.490;1
125.040;2
125.590;3
126.140;4
126.690;1
127.230;2
127.770;3
128.320;4
128.880;1
129.420;2
129.970;3
130.500;4
131.030;1
131.570;2
132.120;3
132.670;4
133.220;1
133.760;2
134.310;3
134.850;4
135.400;1
135.940;2
136.490;3
137.040;4
137.590;1
138.130;2
138.670;3
139.210;4
139.750;1
140.300;2
140.850;3
141.400;4
141.950;1
142.490;2
143.040;3
143.590;4
144.140;1
144.680;2
145.230;3
145.770;4
146.320;1
146.860;2
147.410;3
147.950;4
148.500;1
149.040;2
149.590;3
150.130;4
150.680;1
151.220;2
151.770;3
152.320;4
152.870;1
153.410;2
153.950;3
154.490;4
155.030;1
155.570;2
156.120;3
156.660;4
157.210;1
157.750;2
158.300;3
158.840;4
159.390;1
159.930;2
160.470;3
161.010;4
161.560;1
162.100;2
162.650;3
163.200;4
163.750;1
164.290;2
164.830;3
165.370;4
165.920;1
166.460;2
167.020;3
167.580;4
168.130;1
168.680;2
169.220;3
169.760;4
170.300;1
170.840;2
171.390;3
171.940;4
172.490;1
173.020;2
173.560;3
174.100;4
174.640;1
175.200;2
175.760;3
176.320;4
176.880;1
177.410;2
177.950;3
178.480;4
179.020;1
179.570;2
180.120;3
180.670;4
181.230;1
181.770;2
182.320;3
182.860;4
183.410;1
183.950;2
184.490;3
185.030;4
185.580;1
186.130;2
186.680;3
187.230;4
187.790;1
188.330;2
188.870;3
189.410;4
189.950;1
190.480;2
191.020;3
191.560;4
192.100;1
192.640;2
193.190;3
193.740;4
194.290;1
194.830;2
195.370;3
195.910;4
196.450;1
197.000;2
197.560;3
198.120;4
198.680;1
199.220;2
199.760;3
200.300;4
200.850;1
201.390;2
201.940;3
202.490;4
203.040;1
203.580;2
204.130;3
204.680;4
205.230;1
205.770;2
206.320;3
206.860;4
207.410;1
207.940;2
208.480;3
209.020;4
209.560;1
210.110;2
210.660;3
211.210;4
211.770;1
212.310;2
212.860;3
213.400;4
213.950;1
214.490;2
215.030;3
215.570;4
216.110;1
216.650;2
217.200;3
217.750;4
218.300;1
218.850;2
219.400;3
219.950;4
220.500;1
221.040;2
221.580;3
222.120;4
222.660;1
223.200;2
223.750;3
224.300;4
224.850;1
225.440;2
226.030;3
226.620;4
227.220;1
227.820;2
228.420;3
229.020;4
229.620;1
230.220;2
230.820;3
231.420;4
