t;beat
0.200;1
0.990;2
1.780;3
2.570;4
3.370;1
4.160;2
4.950;3
5.740;4
6.530;1
7.310;2
8.100;3
8.890;4
9.680;1
10.480;2
11.280;3
12.060;4
12.860;1
13.620;2
14.430;3
15.210;4
15.990;1
16.770;2
17.570;3
18.360;4
19.160;1
19.930;2
20.720;3
21.520;4
22.290;1
23.100;2
23.890;3
24.670;4
25.480;1
26.250;2
27.040;3
27.830;4
28.630;1
29.410;2
30.210;3
30.990;4
31.820;1
32.570;2
33.370;3
34.150;4
34.940;1
35.730;2
36.520;3
37.310;4
38.120;1
38.880;2
39.680;3
40.460;4
41.260;1
42.040;2
42.830;3
43.620;4
44.430;1
45.190;2
46.000;3
46.780;4
47.590;1
48.350;2
49.150;3
49.930;4
50.740;1
51.520;2
52.310;3
53.090;4
53.900;1
54.680;2
55.470;3
56.260;4
57.060;1
57.830;2
58.630;3
59.410;4
60.210;1
60.990;2
61.780;3
62.570;4
63.360;1
64.160;2
64.950;3
65.730;4
66.510;1
67.320;2
68.120;3
68.900;4
69.670;1
70.470;2
71.270;3
72.050;4
72.850;1
73.630;2
74.420;3
75.210;4
76.020;1
76.790;2
77.600;3
78.370;4
79.160;1
79.950;2
80.740;3
81.530;4
82.330;1
83.110;2
83.900;3
84.680;4
85.470;1
86.260;2
87.060;3
87.850;4
88.640;1
89.410;2
90.210;3
91.000;4
91.800;1
92.580;2
93.370;3
94.150;4
94.960;1
95.730;2
96.530;3
97.310;4
98.120;1
98.890;2
99.690;3
100.470;4
101.280;1
102.040;2
102.830;3
103.610;4
104.370;1
105.210;2
105.970;3
106.770;4
107.580;1
108.360;2
109.160;3
109.950;4
110.740;1
111.530;2
112.330;3
113.110;4
113.910;1
114.680;2
115.470;3
116.240;4
117.020;1
117.810;2
118.600;3
119.390;4
120.180;1
120.970;2
121.760;3
122.550;4
123.340;1
124.130;2
124.930;3
125.730;4
126.530;1
127.320;2
128.110;3
128.900;4
129.690;1
130.480;2
131.270;3
132.060;4
132.860;1
133.640;2
134.430;3
135.210;4
136.000;1
136.790;2
137.580;3
138.370;4
139.160;1
139.940;2
140.720;3
141.500;4
142.290;1
143.080;2
143.880;3
144.670;4
145.470;1
146.260;2
147.060;3
147.850;4
148.650;1
149.430;2
150.220;3
151.010;4
151.800;1
152.580;2
153.370;3
154.160;4
154.950;1
155.730;2
156.520;3
157.300;4
158.090;1
158.880;2
159.670;3
160.460;4
161.250;1
162.040;2
162.830;3
163.620;4
164.410;1
165.190;2
165.980;3
166.760;4
167.550;1
168.340;2
169.140;3
169.940;4
170.740;1
171.520;2
172.310;3
173.100;4
173.890;1
174.680;2
175.480;3
176.270;4
177.070;1
177.850;2
178.630;3
179.410;4
180.190;1
180.990;2
181.790;3
182.590;4
183.400;1
184.180;2
184.970;3
185.750;4
186.540;1
187.320;2
188.110;3
188.900;4
189.690;1
190.480;2
191.270;3
192.060;4
192.860;1
193.640;2
194.420;3
195.200;4
195.990;1
196.770;2
197.560;3
198.350;4
199.140;1
199.930;2
200.720;3
201.510;4
202.300;1
203.090;2
203.880;3
204.670;4
205.470;1
206.260;2
207.050;3
207.840;4
208.640;1
209.430;2
210.220;3
211.010;4
211.800;1
212.590;2
213.380;3
214.170;4
214.960;1
215.730;2
216.530;3
217.310;4
218.120;1
218.890;2
219.690;3
220.470;4
221.280;1
222.040;2
222.840;3
223.620;4
224.430;1
225.200;2
226.000;3
226.780;4
227.620;1
228.400;2
229.180;3
229.960;4
230.750;1
231.530;2
232.330;3
233.110;4
233.910;1
