t;beat
0.000;1
0.820;2
1.640;1
2.430;2
3.230;1
4.070;2
4.880;1
5.670;2
6.460;1
7.190;2
7.980;1
8.760;2
9.470;1
10.260;2
11.060;1
11.850;2
12.650;1
13.350;2
14.050;1
14.830;2
15.620;1
16.370;2
17.080;1
17.860;2
18.620;1
19.290;2
20.080;1
20.770;2
21.470;1
22.240;2
23.010;1
23.730;2
24.460;1
25.180;2
25.910;1
26.580;2
27.310;1
28.050;2
28.820;1
29.510;2
30.160;1
30.850;2
31.540;1
32.240;2
32.940;1
33.640;2
34.340;1
35.180;2
36.030;1
36.860;2
37.660;1
38.410;2
39.140;1
39.880;2
40.610;1
41.490;2
42.960;1
43.720;2
44.440;1
45.170;2
45.990;1
46.790;2
47.590;1
48.380;2
49.290;1
50.180;2
51.050;1
51.860;2
52.570;1
53.280;2
53.990;1
54.700;2
55.410;1
56.120;2
56.830;1
57.540;2
58.250;1
58.960;2
60.370;1
61.090;2
61.800;1
62.550;2
63.290;1
64.000;2
64.720;1
65.430;2
66.140;1
66.850;2
67.570;1
68.280;2
69.000;1
69.710;2
70.430;1
71.140;2
71.860;1
72.600;2
73.340;1
74.080;2
74.830;1
75.550;2
76.260;1
76.970;2
77.700;1
78.390;2
79.140;1
79.830;2
80.560;1
81.280;2
82.030;1
82.730;2
83.460;1
84.160;2
84.880;1
85.570;2
86.320;1
87.020;2
87.740;1
88.440;2
89.180;1
89.870;2
90.560;1
91.290;2
92.020;1
92.750;2
93.470;1
94.170;2
94.910;1
95.620;2
96.360;1
97.070;2
97.780;1
98.490;2
99.200;1
99.910;2
100.630;1
101.340;2
102.050;1
102.760;2
103.480;1
104.200;2
104.920;1
105.620;2
106.330;1
107.090;2
107.850;1
108.570;2
109.300;1
110.040;2
110.780;1
111.490;2
112.210;1
112.920;2
113.640;1
114.360;2
115.090;1
115.840;2
116.590;1
117.340;2
118.090;1
118.800;2
119.520;1
120.270;2
121.030;1
121.730;2
122.440;1
123.160;2
123.890;1
124.610;2
125.300;1
126.070;2
126.850;1
127.600;2
128.350;1
129.100;2
129.860;1
130.600;2
131.340;1
132.080;2
132.820;1
133.590;2
134.370;1
135.150;2
135.940;1
136.730;2
137.520;1
138.240;2
138.960;1
139.660;2
140.400;1
141.150;2
141.900;1
142.590;2
143.280;1
144.020;2
144.770;1
145.560;2
146.360;1
147.160;2
147.960;1
148.760;2
149.560;1
150.360;2
151.160;1
151.960;2
152.760;1
153.560;2
154.360;1
155.160;2
155.960;1
156.760;2
157.560;1
158.290;2
159.020;1
159.750;2
160.490;1
161.220;2
161.950;1
162.680;2
163.420;1
164.160;2
164.900;1
165.670;2
166.450;1
167.160;2
167.880;1
168.640;2
169.410;1
170.110;2
170.820;1
171.530;2
172.240;1
172.950;2
173.660;1
174.360;2
175.060;1
175.770;2
176.490;1
177.220;2
177.950;1
178.700;2
179.460;1
180.210;2
180.970;1
181.690;2
182.410;1
183.140;2
183.870;1
184.590;2
185.320;1
186.030;2
186.750;1
187.450;2
188.150;1
188.840;2
189.540;1
190.240;2
190.940;1
191.650;2
192.370;1
193.090;2
193.810;1
194.520;2
195.240;1
195.960;2
196.680;1
197.390;2
198.100;1
198.790;2
199.480;1
200.180;2
200.890;1
201.590;2
202.300;1
202.970;2
203.650;1
204.320;2
205.000;1
205.690;2
206.380;1
207.070;2
207.770;1
208.480;2
209.190;1
209.890;2
210.600;1
211.270;2
211.950;1
212.710;2
213.450;1
214.130;2
214.820;1
215.510;2
216.200;1
216.930;2
217.660;1
218.390;2
219.120;1
219.880;2
220.650;1
221.400;2
222.160;1
222.870;2
223.610;1
224.350;2
225.090;1
225.770;2
226.450;1
227.170;2
227.900;1
228.610;2
229.330;1
230.030;2
230.730;1
231.460;2
232.190;1
232.880;2
233.570;1
234.260;2
234.950;1
235.670;2
236.370;1
237.150;2
237.870;1
238.560;2
239.260;1
239.960;2
240.660;1
241.380;2
242.100;1
242.820;2
243.550;1
244.280;2
245.010;1
245.740;2
246.480;1
247.230;2
247.980;1
248.690;2
249.410;1
250.130;2
250.860;1
251.570;2
252.290;1
252.990;2
253.700;1
254.410;2
255.130;1
255.830;2
256.540;1
257.260;2
257.990;1
258.690;2
259.400;1
260.130;2
260.860;1
261.550;2
262.250;1
262.960;2
263.670;1
264.380;2
265.090;1
265.830;2
266.570;1
267.280;2
267.990;1
268.700;2
269.420;1
270.150;2
270.880;1
271.620;2
272.320;1
273.050;2
273.780;1
274.510;2
275.220;1
275.970;2
276.700;1
277.430;2
278.160;1
278.870;2
279.580;1
280.250;2
280.930;1
281.640;2
282.360;1
283.080;2
283.810;1
284.510;2
285.210;1
285.920;2
286.630;1
287.310;2
288.000;1
288.660;2
289.330;1
289.990;2
290.660;1
291.310;2
291.970;1
292.620;2
293.270;1
293.920;2
294.580;1
295.220;2
295.860;1
296.490;2
297.130;1
297.760;2
298.390;1
299.040;2
299.690;1
300.330;2
300.980;1
301.580;2
302.260;1
302.930;2
303.570;1
304.230;2
304.840;1
305.450;2
306.070;1
306.720;2
307.350;1
