t;beat
0.510;1
1.070;2
1.630;3
2.190;1
2.750;2
3.320;3
3.850;1
4.410;2
4.960;3
5.510;1
6.190;2
6.890;3
7.580;1
8.300;2
9.010;3
9.660;1
10.310;2
10.980;3
11.660;1
12.380;2
13.110;3
13.840;1
14.530;2
15.220;3
15.860;1
16.490;2
17.170;3
17.850;1
18.480;2
19.160;3
19.850;1
20.500;2
21.170;3
21.840;1
22.510;2
23.180;3
23.850;1
24.520;2
25.180;3
25.800;1
26.460;2
27.120;3
27.710;1
28.350;2
29.000;3
29.640;1
30.250;2
30.860;3
31.500;1
32.110;2
32.740;3
33.360;1
33.960;2
34.620;3
35.200;1
35.810;2
36.410;3
37.020;1
37.650;2
38.250;3
38.860;1
39.420;2
40.060;3
40.660;1
41.250;2
41.850;3
42.450;1
43.050;2
43.650;3
44.240;1
44.870;2
45.470;3
46.050;1
46.640;2
47.220;3
47.820;1
48.420;2
49.020;3
49.620;1
50.220;2
50.820;3
51.400;1
51.990;2
52.600;3
53.170;1
53.750;2
54.340;3
54.910;1
55.480;2
56.050;3
56.600;1
57.170;2
57.730;3
58.330;1
58.910;2
59.480;3
60.070;1
60.650;2
61.230;3
61.790;1
62.350;2
62.920;3
63.470;1
64.040;2
64.670;3
65.260;1
65.810;2
66.400;3
66.960;1
67.510;2
68.090;3
68.670;1
69.230;2
69.810;3
70.350;1
70.960;2
71.580;3
72.190;1
72.810;2
73.440;3
74.040;1
74.650;2
75.250;3
75.860;1
76.470;2
77.080;3
77.690;1
78.290;2
78.900;3
79.500;1
80.120;2
80.750;3
81.330;1
81.960;2
82.560;3
83.180;1
83.780;2
84.430;3
85.000;1
85.610;2
86.190;3
86.770;1
87.380;2
87.970;3
88.570;1
89.170;2
89.770;3
90.350;1
90.960;2
91.550;3
92.180;1
92.790;2
93.410;3
93.990;1
94.600;2
95.190;3
95.810;1
96.410;2
97.000;3
97.590;1
98.210;2
98.810;3
99.430;1
100.030;2
100.650;3
101.240;1
101.840;2
102.460;3
103.070;1
103.670;2
104.280;3
104.840;1
105.420;2
106.050;3
106.640;1
107.240;2
107.830;3
108.440;1
109.080;2
109.720;3
110.310;1
110.910;2
111.530;3
112.130;1
112.740;2
113.340;3
113.960;1
114.500;2
115.130;3
115.720;1
116.300;2
116.890;3
117.490;1
118.050;2
118.640;3
119.210;1
119.800;2
120.370;3
120.950;1
121.550;2
122.150;3
122.730;1
123.300;2
123.930;3
124.520;1
125.110;2
125.700;3
126.270;1
126.860;2
127.430;3
128.020;1
128.620;2
129.210;3
129.830;1
130.450;2
131.080;3
131.650;1
132.240;2
132.840;3
133.450;1
134.060;2
134.670;3
135.250;1
135.840;2
136.420;3
137.010;1
137.610;2
138.200;3
138.780;1
139.390;2
139.990;3
140.600;1
141.200;2
141.810;3
142.420;1
143.000;2
143.590;3
144.160;1
144.740;2
145.310;3
145.990;1
146.580;2
147.180;3
147.790;1
148.430;2
149.060;3
149.640;1
150.230;2
150.810;3
151.400;1
152.000;2
152.590;3
153.170;1
153.770;2
154.360;3
154.970;1
155.560;2
156.150;3
156.740;1
157.310;2
157.890;3
158.440;1
159.000;2
159.580;3
160.130;1
160.720;2
161.330;3
161.870;1
162.450;2
163.030;3
163.600;1
164.160;2
164.750;3
165.310;1
165.910;2
166.530;3
167.100;1
167.700;2
168.290;3
168.880;1
169.470;2
170.060;3
170.630;1
171.220;2
171.800;3
172.380;1
172.970;2
173.520;3
174.100;1
174.680;2
175.260;3
175.860;1
176.420;2
176.990;3
177.580;1
178.130;2
178.700;3
179.240;1
179.810;2
180.380;3
180.960;1
181.530;2
182.110;3
182.690;1
183.260;2
183.810;3
184.350;1
184.920;2
185.500;3
186.080;1
186.650;2
187.220;3
187.810;1
188.400;2
188.980;3
189.540;1
190.100;2
190.660;3
191.230;1
191.780;2
192.340;3
192.910;1
193.480;2
194.050;3
