t;beat
0.020;1
0.480;2
0.940;3
1.400;4
1.870;1
2.330;2
2.790;3
3.250;4
3.720;1
4.180;2
4.640;3
5.100;4
5.560;1
6.020;2
6.490;3
6.950;4
7.420;1
7.870;2
8.330;3
8.790;4
9.250;1
9.710;2
10.170;3
10.630;4
11.100;1
11.560;2
12.020;3
12.480;4
12.950;1
13.410;2
13.880;3
14.340;4
14.810;1
15.270;2
15.730;3
16.190;4
16.650;1
17.110;2
17.570;3
18.030;4
18.490;1
18.950;2
19.410;3
19.870;4
20.330;1
20.790;2
21.260;3
21.720;4
22.190;1
22.640;2
23.100;3
23.560;4
24.020;1
24.480;2
24.950;3
25.410;4
25.880;1
26.330;2
26.790;3
27.250;4
27.710;1
28.170;2
28.640;3
29.110;4
29.580;1
30.040;2
30.500;3
30.960;4
31.420;1
31.880;2
32.340;3
32.800;4
33.270;1
33.720;2
34.180;3
34.640;4
35.100;1
35.560;2
36.020;3
36.480;4
36.950;1
37.410;2
37.870;3
38.330;4
38.790;1
39.250;2
39.710;3
40.170;4
40.640;1
41.100;2
41.560;3
42.020;4
42.490;1
42.950;2
43.410;3
43.870;4
44.340;1
44.800;2
45.260;3
45.720;4
46.190;1
46.640;2
47.100;3
47.560;4
48.020;1
48.480;2
48.940;3
49.400;4
49.870;1
50.330;2
50.790;3
51.250;4
51.720;1
52.180;2
52.640;3
53.100;4
53.560;1
54.020;2
54.480;3
54.940;4
55.410;1
55.870;2
56.330;3
56.790;4
57.250;1
57.710;2
58.170;3
58.630;4
59.100;1
59.560;2
60.020;3
60.480;4
60.950;1
61.410;2
61.880;3
62.340;4
62.810;1
63.270;2
63.730;3
64.190;4
64.650;1
65.110;2
65.570;3
66.030;4
66.490;1
66.950;2
67.410;3
67.870;4
68.330;1
68.790;2
69.250;3
69.710;4
70.180;1
70.640;2
71.100;3
71.560;4
72.020;1
72.480;2
72.950;3
73.420;4
73.890;1
74.340;2
74.800;3
75.260;4
75.720;1
76.180;2
76.640;3
77.100;4
77.570;1
78.030;2
78.490;3
78.950;4
79.410;1
79.870;2
80.330;3
80.790;4
81.260;1
81.720;2
82.180;3
82.640;4
83.100;1
83.560;2
84.030;3
84.490;4
84.960;1
85.410;2
85.870;3
86.330;4
86.790;1
87.250;2
87.720;3
88.180;4
88.650;1
89.100;2
89.560;3
90.020;4
90.480;1
90.940;2
91.410;3
91.870;4
92.340;1
92.800;2
93.260;3
93.720;4
94.180;1
94.640;2
95.100;3
95.560;4
96.030;1
96.490;2
96.950;3
97.410;4
97.880;1
98.330;2
98.790;3
99.250;4
99.710;1
100.170;2
100.640;3
101.110;4
101.580;1
102.030;2
102.490;3
102.950;4
103.410;1
103.870;2
104.330;3
104.790;4
105.260;1
105.720;2
106.180;3
106.640;4
107.110;1
107.570;2
108.030;3
108.490;4
108.950;1
109.410;2
109.870;3
110.330;4
110.800;1
111.260;2
111.720;3
112.180;4
112.650;1
113.110;2
113.570;3
114.030;4
114.490;1
114.950;2
115.410;3
115.870;4
116.340;1
116.800;2
117.260;3
117.720;4
118.190;1
118.640;2
119.100;3
119.560;4
120.020;1
120.480;2
120.940;3
121.400;4
121.860;1
122.320;2
122.780;3
123.240;4
123.710;1
124.170;2
124.630;3
125.090;4
125.560;1
126.020;2
126.490;3
126.960;4
127.430;1
127.870;2
128.320;3
128.760;4
129.210;1
129.680;2
130.150;3
130.620;4
131.100;1
131.560;2
132.030;3
132.490;4
132.960;1
133.420;2
133.880;3
134.340;4
134.800;1
135.260;2
135.720;3
136.180;4
136.650;1
137.100;2
137.560;3
138.020;4
138.480;1
138.940;2
139.410;3
139.870;4
140.340;1
140.800;2
141.260;3
141.720;4
142.180;1
142.640;2
143.100;3
143.560;4
144.020;1
144.480;2
144.940;3
145.400;4
145.870;1
146.330;2
146.790;3
147.250;4
147.710;1
148.170;2
148.640;3
149.100;4
149.570;1
150.030;2
150.490;3
150.950;4
151.410;1
151.870;2
152.330;3
152.790;4
153.260;1
153.710;2
154.170;3
154.630;4
155.090;1
155.550;2
156.020;3
156.480;4
156.950;1
157.410;2
157.870;3
158.330;4
158.790;1
159.250;2
159.710;3
160.170;4
160.640;1
161.100;2
161.560;3
162.020;4
162.480;1
162.940;2
163.400;3
163.860;4
164.330;1
164.790;2
165.250;3
165.710;4
166.180;1
166.640;2
167.110;3
167.570;4
168.040;1
168.500;2
168.960;3
169.420;4
169.880;1
170.340;2
170.800;3
171.260;4
171.720;1
172.180;2
172.640;3
173.100;4
173.550;1
174.000;2
174.480;3
174.950;4
175.420;1
175.880;2
176.340;3
176.790;4
177.240;1
177.710;2
178.180;3
178.640;4
179.090;1
179.570;2
180.020;3
180.460;4
