0.070	1
0.710	2
1.350	1
1.990	2
2.640	1
3.280	2
3.920	1
4.560	2
5.210	1
5.860	2
6.510	1
7.160	2
7.810	1
8.460	2
9.110	1
9.760	2
10.410	1
11.060	2
11.710	1
12.360	2
13.010	1
13.660	2
14.310	1
14.960	2
15.610	1
16.260	2
16.910	1
17.560	2
18.210	1
18.860	2
19.510	1
20.160	2
20.810	1
21.460	2
22.110	1
22.760	2
23.410	1
24.060	2
24.710	1
25.360	2
26.010	1
26.660	2
27.310	1
27.960	2
28.610	1
29.260	2
29.910	1
30.560	2
31.210	1
31.860	2
32.510	1
33.160	2
33.810	1
34.460	2
35.110	1
35.760	2
38.150	3
39.640	4
40.900	5
42.390	6
44.360	7
