t;beat
0.020;1
0.660;2
1.300;3
1.940;4
2.590;1
3.220;2
3.860;3
4.500;4
5.140;1
5.770;2
6.400;3
7.030;4
7.670;1
8.310;2
8.950;3
9.590;4
10.240;1
10.870;2
11.510;3
12.150;4
12.790;1
13.420;2
14.060;3
14.700;4
15.340;1
15.970;2
16.610;3
17.240;4
17.880;1
18.520;2
19.160;3
19.800;4
20.450;1
21.080;2
21.720;3
22.360;4
23.000;1
23.640;2
24.280;3
24.920;4
25.560;1
26.190;2
26.830;3
27.460;4
28.100;1
28.750;2
29.400;3
30.050;4
30.710;1
31.330;2
31.960;3
32.580;4
33.210;1
33.850;2
34.490;3
35.130;4
35.770;1
36.410;2
37.050;3
37.690;4
38.330;1
38.960;2
39.600;3
40.230;4
40.870;1
41.500;2
42.140;3
42.780;4
43.420;1
44.060;2
44.700;3
45.340;4
45.980;1
46.610;2
47.250;3
47.890;4
48.530;1
49.170;2
49.810;3
50.450;4
51.090;1
51.720;2
52.360;3
53.000;4
53.640;1
54.280;2
54.920;3
55.560;4
56.200;1
56.830;2
57.470;3
58.100;4
58.740;1
59.370;2
60.010;3
60.650;4
61.290;1
61.930;2
62.570;3
63.210;4
63.860;1
64.490;2
65.130;3
65.770;4
66.410;1
67.040;2
67.680;3
68.320;4
68.960;1
69.590;2
70.230;3
70.870;4
71.510;1
72.150;2
72.790;3
73.430;4
74.070;1
74.700;2
75.330;3
75.960;4
76.590;1
77.230;2
77.870;3
78.510;4
79.150;1
79.790;2
80.430;3
81.070;4
81.710;1
82.350;2
83.000;3
83.640;4
84.290;1
84.920;2
85.550;3
86.180;4
86.820;1
87.450;2
88.090;3
88.730;4
89.370;1
90.000;2
90.640;3
91.280;4
91.920;1
92.540;2
93.160;3
93.780;4
94.410;1
95.050;2
95.700;3
96.350;4
97.000;1
97.640;2
98.280;3
98.920;4
99.560;1
100.200;2
100.850;3
101.490;4
102.140;1
102.770;2
103.410;3
104.050;4
104.690;1
105.330;2
105.970;3
106.610;4
107.250;1
107.880;2
108.520;3
109.160;4
109.800;1
110.440;2
111.080;3
111.720;4
112.370;1
113.000;2
113.640;3
114.270;4
114.910;1
115.550;2
116.190;3
116.830;4
117.470;1
118.100;2
118.740;3
119.380;4
120.020;1
120.660;2
121.300;3
121.940;4
122.580;1
123.210;2
123.850;3
124.490;4
125.130;1
125.750;2
126.380;3
127.010;4
127.640;1
128.290;2
128.940;3
129.590;4
130.240;1
130.870;2
131.510;3
132.150;4
132.790;1
133.420;2
134.060;3
134.700;4
135.340;1
135.970;2
136.610;3
137.250;4
137.890;1
138.520;2
139.150;3
139.780;4
140.410;1
141.050;2
141.700;3
142.350;4
143.000;1
143.630;2
144.270;3
144.900;4
145.540;1
146.180;2
146.820;3
147.460;4
148.110;1
148.740;2
149.380;3
150.010;4
150.650;1
151.290;2
151.930;3
152.570;4
153.220;1
153.850;2
154.490;3
155.130;4
155.770;1
156.400;2
157.040;3
157.680;4
158.320;1
158.950;2
159.590;3
160.230;4
160.870;1
161.510;2
162.150;3
162.790;4
163.430;1
164.060;2
164.700;3
165.340;4
165.980;1
166.610;2
167.250;3
167.880;4
168.520;1
169.160;2
169.800;3
170.440;4
171.080;1
171.720;2
172.360;3
173.000;4
173.640;1
174.270;2
174.900;3
175.530;4
176.160;1
176.790;2
177.420;3
178.050;4
178.680;1
179.310;2
179.940;3
180.570;4
181.210;1
181.860;2
182.520;3
183.180;4
183.840;1
184.480;2
185.130;3
185.780;4
186.430;1
187.060;2
187.690;3
188.320;4
188.960;1
189.590;2
190.230;3
190.870;4
191.510;1
192.150;2
192.790;3
193.430;4
194.080;1
194.710;2
195.350;3
195.990;4
196.630;1
197.260;2
197.900;3
198.540;4
199.180;1
199.810;2
200.440;3
201.070;4
201.700;1
202.340;2
202.980;3
203.620;4
204.270;1
204.910;2
205.550;3
206.190;4
206.840;1
207.480;2
208.120;3
208.760;4
209.400;1
210.030;2
210.660;3
211.290;4
211.930;1
212.570;2
213.210;3
213.850;4
214.490;1
215.130;2
215.770;3
216.410;4
217.050;1
217.690;2
218.330;3
218.970;4
219.610;1
220.240;2
220.880;3
221.520;4
222.160;1
222.800;2
223.440;3
224.080;4
224.720;1
225.350;2
225.980;3
226.610;4
227.250;1
227.890;2
228.530;3
229.170;4
229.820;1
230.450;2
231.090;3
231.730;4
232.370;1
233.000;2
233.640;3
234.280;4
234.920;1
235.550;2
236.190;3
236.830;4
237.470;1
238.100;2
238.740;3
239.380;4
240.020;1
240.650;2
241.280;3
241.910;4
242.540;1
243.180;2
243.830;3
244.480;4
245.130;1
245.770;2
246.410;3
247.050;4
247.690;1
248.320;2
248.960;3
249.590;4
250.220;1
250.860;2
251.510;3
252.140;4
252.770;1
253.420;2
254.070;3
254.710;4
255.340;1
255.970;2
256.610;3
257.250;4
257.890;1
258.520;2
259.160;3
259.800;4
260.440;1
261.080;2
261.720;3
262.360;4
263.000;1
263.630;2
264.270;3
264.910;4
265.550;1
266.180;2
266.820;3
267.460;4
268.100;1
268.730;2
269.360;3
269.990;4
270.630;1
271.280;2
271.930;3
272.580;4
273.230;1
273.860;2
274.500;3
275.130;4
275.770;1
276.400;2
277.030;3
277.660;4
278.300;1
278.940;2
279.580;3
280.220;4
280.870;1
281.510;2
282.150;3
282.790;4
283.430;1
284.060;2
284.700;3
285.330;4
285.970;1
286.610;2
287.250;3
287.890;4
288.540;1
289.180;2
289.820;3
290.460;4
291.100;1
291.730;2
292.360;3
292.990;4
293.630;1
294.260;2
294.900;3
295.540;4
296.180;1
296.820;2
297.460;3
298.100;4
298.730;1
299.390;2
300.030;3
300.650;4
301.280;1
301.910;2
302.560;3
303.200;4
303.800;1
304.480;2
305.120;3
305.750;4
306.350;1
