t;beat
0.000;1
0.510;1
1.100;2
1.650;1
2.180;1
2.710;2
3.360;1
3.850;1
4.290;2
4.760;1
5.330;1
6.050;2
6.880;1
7.540;1
8.040;2
8.550;1
9.160;1
9.770;2
12.010;1
12.650;1
13.160;2
13.640;1
14.120;1
14.630;2
15.130;1
15.690;1
16.320;2
17.030;1
17.870;1
18.710;2
19.450;1
20.130;1
20.810;2
21.500;1
22.110;1
22.720;2
23.320;1
23.960;1
24.560;2
25.150;1
25.730;1
26.320;2
26.900;1
27.440;1
28.060;2
28.650;1
29.210;1
29.770;2
30.380;1
30.970;1
31.500;2
32.030;1
32.650;1
33.300;2
33.870;1
34.450;1
34.990;2
35.500;1
36.120;1
36.670;2
37.210;1
37.780;1
38.370;2
38.910;1
39.410;1
39.940;2
40.540;1
41.020;1
41.610;2
42.230;1
42.880;1
43.380;2
43.850;1
44.400;1
44.980;2
45.550;1
46.180;1
46.890;2
47.840;1
48.910;1
50.180;2
51.370;1
52.030;1
52.660;2
53.320;1
53.860;1
54.480;2
55.090;1
55.630;1
56.280;2
56.820;1
57.450;1
58.010;2
58.610;1
59.110;1
59.720;2
60.320;1
60.960;1
61.530;2
62.320;1
62.960;1
63.740;2
64.680;1
65.860;1
67.110;2
68.390;1
69.130;1
69.750;2
70.420;1
70.890;1
71.530;2
72.130;1
72.650;1
73.250;2
73.810;1
74.420;1
74.960;2
75.590;1
76.100;1
76.730;2
77.290;1
77.980;1
80.250;2
82.520;1
83.390;1
84.260;2
85.270;1
85.880;1
86.360;2
87.030;1
87.560;1
88.140;2
88.750;1
89.340;1
89.940;2
90.550;1
91.110;1
91.710;2
92.370;1
92.880;1
93.430;2
94.010;1
94.600;1
95.150;2
95.790;1
96.440;1
96.940;2
97.570;1
98.150;1
98.740;2
99.580;1
100.090;1
100.660;2
101.230;1
101.780;1
102.460;2
102.990;1
103.580;1
104.220;2
104.800;1
105.380;1
105.970;2
106.660;1
107.190;1
107.860;2
108.340;1
108.950;1
109.590;2
110.140;1
110.740;1
111.310;2
111.940;1
112.710;1
113.340;2
114.360;1
115.600;1
116.950;2
118.330;1
118.980;1
119.610;2
120.270;1
120.790;1
121.440;2
121.980;1
122.500;1
123.040;2
123.700;1
124.300;1
124.850;2
125.420;1
125.960;1
126.540;2
127.140;1
127.860;1
128.580;2
129.330;1
130.100;1
130.960;2
131.930;1
133.690;1
135.040;2
136.290;1
137.030;1
137.750;2
138.410;1
139.010;1
139.720;2
140.370;1
140.860;1
141.440;2
142.010;1
142.630;1
143.200;2
143.780;1
144.350;1
144.940;2
145.600;1
146.400;1
148.630;2
150.860;1
151.700;1
152.540;2
153.510;1
154.010;1
154.560;2
155.050;1
155.550;1
156.120;2
156.590;1
157.130;1
157.700;2
158.210;1
158.720;1
159.260;2
159.750;1
160.270;1
160.840;2
161.370;1
161.900;1
162.470;2
162.980;1
163.480;1
164.010;2
164.580;1
165.110;1
165.720;2
166.220;1
166.790;1
167.370;2
167.840;1
168.350;1
168.920;2
169.430;1
169.940;1
170.490;2
170.980;1
171.480;1
172.060;2
172.550;1
173.060;1
173.560;2
174.010;1
174.580;1
175.100;2
175.560;1
176.080;1
176.620;2
177.130;1
177.730;1
178.430;2
179.370;1
180.790;1
182.130;2
183.390;1
184.050;1
184.630;2
185.300;1
185.800;1
186.430;2
187.010;1
187.520;1
188.130;2
188.740;1
189.380;1
189.920;2
190.550;1
191.150;1
191.860;2
192.810;1
193.860;1
196.910;2
199.960;1
200.920;1
202.180;2
