t;beat
1.170;2
2.530;3
3.890;4
5.340;1
6.620;2
8.070;3
9.690;4
11.140;1
12.410;2
13.680;3
14.950;4
16.220;1
17.440;2
18.660;3
19.880;4
21.100;1
22.340;2
23.580;3
24.820;4
26.070;1
27.250;2
28.430;3
29.810;4
31.060;1
32.190;2
33.330;3
34.470;4
35.610;1
36.810;2
38.020;3
39.230;4
40.440;1
41.470;2
42.510;3
43.540;4
44.580;1
45.670;2
46.770;3
47.860;4
48.960;1
49.960;2
50.970;3
51.970;4
52.980;1
54.050;2
55.130;3
56.200;4
57.280;1
58.290;2
59.310;3
60.320;4
61.340;1
62.310;2
63.280;3
64.320;4
65.360;1
66.410;2
67.430;3
68.440;4
69.390;1
70.450;2
71.510;3
72.570;4
73.640;1
74.660;2
75.600;3
76.540;4
77.440;1
78.340;2
79.300;3
80.250;4
81.200;1
82.100;2
83.010;3
83.910;4
84.820;1
85.760;2
86.700;3
87.640;4
88.590;1
89.470;2
90.360;3
91.240;4
92.130;1
93.030;2
93.930;3
94.830;4
95.740;1
96.610;2
97.480;3
98.350;4
99.220;1
100.120;2
101.020;3
101.920;4
102.830;1
103.700;2
104.580;3
105.460;4
106.340;1
107.230;2
108.120;3
109.010;4
109.900;1
110.730;2
111.560;3
112.390;4
113.280;1
114.110;2
115.010;3
115.900;4
116.800;1
117.630;2
118.470;3
119.310;4
120.180;1
121.010;2
121.850;3
122.700;4
123.560;1
124.370;2
125.190;3
126.000;4
126.820;1
127.680;2
128.550;3
129.410;4
130.280;1
131.120;2
131.960;3
132.800;4
133.650;1
134.480;2
135.310;3
136.140;4
136.970;1
137.770;2
138.570;3
139.370;4
140.180;1
140.980;2
141.790;3
142.590;4
143.400;1
144.200;2
145.000;3
145.800;4
146.610;1
147.420;2
148.230;3
149.040;4
149.860;1
150.620;2
151.380;3
152.140;4
152.910;1
153.740;2
154.570;3
155.400;4
156.230;1
156.990;2
157.760;3
158.520;4
159.300;1
160.080;2
160.870;3
161.660;4
162.450;1
163.210;2
163.980;3
164.740;4
165.510;1
166.320;2
167.130;3
167.940;4
168.750;1
169.510;2
170.270;3
171.030;4
171.800;1
172.590;2
173.380;3
174.170;4
174.970;1
175.750;2
176.540;3
177.320;4
178.110;1
178.860;2
179.620;3
180.380;4
181.140;1
181.880;2
182.620;3
183.360;4
184.100;1
184.820;2
185.550;3
186.270;4
187.000;1
187.720;2
188.440;3
189.160;4
189.890;1
190.650;2
191.410;3
192.170;4
192.940;1
193.680;2
194.420;3
195.160;4
195.900;1
196.620;2
197.350;3
198.080;4
198.810;1
199.540;2
200.270;3
201.000;4
201.730;1
202.470;2
203.220;3
203.960;4
204.710;1
205.430;2
206.150;3
206.870;4
207.590;1
208.300;2
209.010;3
209.720;4
210.440;1
211.160;2
211.880;3
212.600;4
213.320;1
214.000;2
214.690;3
215.440;4
216.200;1
217.240;2
218.290;3
219.330;4
220.380;1
221.470;2
222.560;3
223.650;4
224.740;1
225.830;2
226.920;3
228.270;4
229.570;1
230.500;2
231.430;3
232.360;4
233.290;1
234.280;2
235.260;3
