t;beat
0.940;2
1.980;1
2.960;2
4.040;1
5.070;2
6.100;1
7.090;2
8.180;1
9.170;2
10.270;1
11.290;2
12.310;1
13.370;2
14.420;1
15.490;2
16.550;1
17.590;2
18.620;1
19.600;2
20.710;1
21.720;2
22.840;1
23.830;2
24.940;1
25.960;2
27.010;1
28.050;2
29.090;1
30.110;2
31.130;1
32.170;2
33.110;1
34.160;2
35.210;1
36.290;2
37.330;1
38.370;2
39.410;1
40.430;2
41.460;1
42.500;2
43.550;1
44.590;2
45.630;1
46.700;2
47.770;1
48.810;2
49.860;1
50.890;2
51.920;1
52.980;2
54.040;1
55.070;2
56.110;1
57.180;2
58.260;1
59.310;2
60.370;1
61.410;2
62.460;1
63.490;2
64.530;1
65.550;2
66.600;1
67.660;2
68.720;1
69.810;2
70.900;1
71.920;2
72.900;1
73.950;2
75.060;1
76.080;2
77.100;1
78.150;2
79.210;1
80.260;2
81.320;1
82.360;2
83.400;1
84.460;2
85.520;1
86.570;2
87.630;1
88.690;2
89.750;1
90.750;2
91.750;1
92.860;2
93.970;1
94.990;2
96.010;1
97.050;2
98.090;1
99.190;2
100.280;1
101.290;2
102.310;1
103.370;2
104.440;1
105.430;2
106.580;1
107.600;2
108.620;1
109.670;2
110.720;1
111.790;2
112.860;1
113.850;2
114.850;1
115.920;2
116.990;1
118.020;2
119.060;1
120.100;2
121.150;1
122.160;2
123.180;1
124.220;2
125.270;1
126.300;2
127.330;1
128.370;2
129.420;1
130.460;2
131.510;1
132.540;2
133.580;1
134.590;2
135.610;1
136.600;2
137.600;1
138.660;2
139.730;1
140.760;2
141.800;1
142.830;2
143.870;1
144.890;2
145.920;1
146.930;2
147.950;1
148.930;2
149.910;1
150.950;2
152.000;1
153.050;2
154.110;1
155.160;2
156.220;1
157.270;2
158.330;1
159.360;2
160.400;1
161.440;2
162.490;1
163.550;2
164.610;1
165.630;2
166.650;1
167.700;2
168.750;1
169.800;2
170.850;1
171.910;2
172.970;1
174.000;2
175.030;1
176.070;2
177.110;1
178.150;2
179.190;1
180.220;2
181.250;1
182.250;2
183.260;1
184.350;2
