t;beat
0.030;1
0.510;2
0.990;2
1.890;3
2.800;3
3.710;4
4.620;4
5.480;1
5.990;1
6.450;2
6.900;2
7.430;3
8.130;3
8.830;4
9.530;4
10.170;5
10.770;1
11.320;1
11.760;2
12.200;2
12.830;3
13.460;3
14.080;4
14.700;4
15.350;5
15.990;1
16.550;1
17.020;2
17.490;2
18.040;3
18.580;3
19.100;4
19.640;4
20.170;5
20.700;1
21.290;1
21.810;2
22.230;2
22.620;3
22.990;3
23.360;4
23.780;4
24.150;5
24.530;1
24.890;1
25.310;2
25.770;2
26.270;3
26.870;3
27.480;4
28.130;4
28.730;5
29.320;1
29.870;1
30.380;2
30.810;2
31.210;3
31.560;3
31.920;4
32.300;4
32.700;5
33.100;1
33.520;1
33.940;2
34.440;2
35.010;3
35.580;3
36.180;4
37.060;4
37.930;5
38.720;1
39.150;1
39.560;2
40.040;2
40.600;3
41.150;3
41.680;4
42.310;4
42.910;5
43.510;1
44.050;1
44.530;2
45.050;2
45.630;3
46.190;3
46.760;4
47.330;4
47.900;5
48.470;1
48.910;1
49.320;2
49.820;2
50.350;3
50.870;3
51.400;4
52.010;4
52.610;5
53.210;1
53.800;1
54.300;2
54.800;2
55.380;3
55.960;3
56.560;4
57.180;4
57.790;5
58.430;1
58.890;1
59.320;2
59.880;2
60.630;3
61.380;3
62.090;4
62.800;4
63.530;5
64.310;1
64.970;1
65.460;2
65.930;2
66.630;3
67.330;3
68.230;4
69.280;4
70.320;5
71.420;1
72.420;1
73.520;2
74.600;2
75.590;3
76.190;3
76.670;4
77.150;4
77.570;5
77.930;1
78.300;1
78.640;2
78.990;2
79.530;3
80.110;3
80.690;4
81.540;4
82.440;5
83.300;1
84.330;1
85.230;2
86.050;2
86.880;3
87.390;3
87.980;4
88.450;4
88.830;5
89.150;1
89.500;1
89.800;2
90.120;2
90.590;3
91.120;3
91.780;4
92.430;4
93.120;5
93.810;1
94.360;1
94.920;2
95.460;2
95.920;3
96.370;3
96.830;4
97.390;4
97.950;5
98.490;1
99.140;1
99.670;2
100.100;2
100.480;3
100.840;3
101.240;4
101.810;4
102.410;5
103.000;1
103.490;1
103.980;2
104.450;2
104.940;3
105.440;3
105.940;4
106.470;4
107.000;5
107.550;1
108.110;1
108.620;2
109.040;2
109.400;3
109.750;3
110.150;4
110.670;4
111.210;5
111.740;1
112.200;1
112.650;2
113.100;2
113.610;3
114.130;3
114.620;4
115.190;4
115.760;5
116.310;1
116.900;1
117.400;2
117.820;2
118.200;3
118.560;3
118.940;4
119.340;4
119.830;5
120.480;1
120.980;1
121.470;2
121.950;2
122.450;3
122.940;3
123.430;4
123.880;4
124.320;5
124.750;1
125.270;1
125.780;2
126.320;2
126.860;3
127.380;3
127.890;4
128.700;4
129.520;5
130.420;1
130.980;1
131.530;2
132.050;2
132.440;3
132.790;3
133.140;4
133.580;4
134.010;5
134.580;1
135.000;1
135.400;2
135.790;2
136.140;3
136.490;3
136.830;4
137.250;4
137.670;5
138.290;1
138.720;1
139.100;2
139.440;2
139.750;3
140.060;3
140.350;4
140.690;4
141.000;5
141.420;1
141.820;1
142.130;2
142.430;2
142.740;3
143.060;3
143.440;4
143.960;4
144.480;5
145.010;1
145.550;1
145.910;2
146.220;2
146.550;3
146.840;3
147.190;4
147.590;4
147.930;5
148.420;1
148.790;1
149.150;2
149.460;2
149.760;3
150.050;3
150.340;4
150.690;4
151.050;5
151.540;1
151.920;1
152.240;2
152.600;2
153.050;3
153.480;3
153.870;4
154.230;4
154.580;5
154.910;1
155.290;1
155.640;2
155.980;2
156.310;3
156.690;3
157.100;4
157.590;4
158.150;5
159.050;1
159.630;1
160.010;2
160.360;2
160.700;3
161.030;3
161.350;4
161.730;4
162.110;5
162.620;1
163.040;1
163.360;2
163.680;2
163.990;3
164.290;3
164.590;4
164.890;4
165.190;5
165.500;1
165.800;1
166.100;2
166.390;2
166.670;3
166.940;3
167.200;4
167.490;4
167.790;5
168.070;1
168.480;1
168.750;2
169.040;2
169.350;3
169.650;3
169.930;4
170.200;4
170.470;5
170.730;1
171.020;1
171.320;2
171.600;2
171.880;3
172.160;3
172.430;4
172.770;4
173.120;5
173.550;1
173.880;1
174.190;2
174.490;2
174.770;3
175.050;3
175.310;4
175.640;4
176.000;5
176.430;1
176.770;1
177.080;2
177.370;2
177.650;3
177.930;3
178.190;4
178.470;4
178.760;5
179.080;1
179.380;1
179.650;2
179.940;2
180.230;3
180.520;3
180.810;4
181.140;4
181.500;5
182.000;1
182.390;1
182.770;2
183.120;2
183.410;3
183.730;3
184.030;4
184.380;4
184.710;5
185.160;1
185.530;1
185.870;2
186.200;2
186.510;3
186.780;3
187.070;4
187.390;4
187.700;5
188.010;1
188.320;1
188.600;2
188.890;2
189.190;3
189.500;3
189.790;4
190.100;4
190.450;5
190.800;1
191.090;1
191.390;2
191.700;2
191.980;3
192.310;3
192.660;4
193.070;4
193.500;5
194.150;1
194.690;1
195.060;2
195.400;2
195.720;3
196.030;3
196.340;4
196.750;4
197.170;5
197.690;1
198.160;1
198.450;2
198.770;2
199.080;3
199.390;3
199.710;4
200.080;4
200.490;5
201.070;1
201.620;1
201.980;2
202.300;2
202.630;3
202.940;3
203.270;4
203.610;4
203.920;5
204.280;1
204.680;1
205.070;2
205.460;2
205.900;3
206.340;3
206.850;4
207.440;4
208.200;5
210.760;1
211.460;1
211.890;2
212.380;2
212.970;3
213.530;3
214.130;4
214.740;4
215.340;5
215.970;1
216.460;1
216.860;2
217.300;2
217.850;3
218.400;3
218.950;4
219.570;4
220.230;5
220.890;1
221.410;1
221.800;2
222.240;2
222.760;3
223.280;3
223.780;4
224.340;4
224.920;5
225.470;1
226.000;1
226.460;2
226.870;2
227.400;3
227.930;3
228.490;4
229.080;4
229.710;5
230.340;1
230.870;1
231.270;2
231.660;2
232.160;3
232.570;3
233.000;4
233.600;4
234.040;5
234.410;1
234.780;1
235.160;2
235.570;2
236.040;3
236.510;3
237.040;4
237.590;4
238.150;5
238.770;1
239.210;1
239.570;2
239.960;2
240.360;3
240.750;3
241.170;4
241.770;4
242.190;5
242.570;1
242.960;1
243.350;2
243.740;2
244.210;3
244.720;3
245.250;4
246.080;4
247.020;5
247.970;1
248.340;1
248.740;2
249.310;2
