t;beat
0.270;1
0.760;2
1.260;3
1.750;4
2.250;1
2.740;2
3.250;3
3.730;4
4.220;1
4.740;2
5.240;3
5.750;4
6.260;1
6.770;2
7.280;3
7.790;4
8.280;1
8.780;2
9.280;3
9.780;4
10.280;1
10.780;2
11.280;3
11.780;4
12.280;1
12.780;2
13.290;3
13.790;4
14.300;1
14.790;2
15.280;3
15.770;4
16.270;1
16.770;2
17.270;3
17.770;4
18.270;1
18.770;2
19.270;3
19.770;4
20.270;1
20.760;2
21.260;3
21.760;4
22.260;1
22.760;2
23.270;3
23.780;4
24.290;1
24.790;2
25.280;3
25.790;4
26.270;1
26.760;2
27.260;3
27.760;4
28.260;1
28.770;2
29.280;3
29.790;4
30.300;1
30.790;2
31.260;3
31.760;4
32.260;1
32.780;2
33.280;3
33.770;4
34.280;1
34.780;2
35.280;3
35.780;4
36.290;1
36.780;2
37.280;3
37.770;4
38.270;1
38.770;2
39.270;3
39.770;4
40.270;1
40.770;2
41.280;3
41.780;4
42.290;1
42.780;2
43.270;3
43.760;4
44.260;1
44.760;2
45.270;3
45.780;4
46.270;1
46.770;2
47.270;3
47.770;4
48.270;1
48.780;2
49.270;3
49.800;4
50.300;1
50.790;2
51.290;3
51.750;4
52.270;1
52.760;2
53.260;3
53.750;4
54.250;1
54.750;2
55.250;3
55.750;4
56.260;1
56.750;2
57.250;3
57.750;4
58.250;1
58.760;2
59.270;3
59.780;4
60.290;1
60.780;2
61.280;3
61.770;4
62.270;1
62.770;2
63.270;3
63.770;4
64.270;1
64.770;2
65.270;3
65.770;4
66.270;1
66.770;2
67.270;3
67.770;4
68.280;1
68.780;2
69.280;3
69.780;4
70.280;1
70.770;2
71.260;3
71.750;4
72.250;1
72.770;2
73.290;3
73.810;4
74.330;1
74.810;2
75.300;3
75.790;4
76.280;1
76.770;2
77.270;3
77.770;4
78.270;1
78.770;2
79.270;3
79.770;4
80.280;1
80.780;2
81.280;3
81.780;4
82.280;1
82.780;2
83.280;3
83.780;4
84.280;1
84.780;2
85.290;3
85.790;4
86.300;1
86.790;2
87.280;3
87.770;4
88.270;1
88.770;2
89.270;3
89.770;4
90.280;1
90.770;2
91.270;3
91.760;4
92.260;1
92.760;2
93.270;3
93.770;4
94.280;1
94.780;2
95.280;3
95.780;4
96.280;1
96.780;2
97.280;3
97.780;4
98.280;1
98.780;2
99.280;3
99.780;4
100.280;1
100.780;2
101.280;3
101.780;4
102.290;1
102.780;2
103.270;3
103.760;4
104.250;1
104.760;2
105.280;3
105.790;4
106.310;1
106.790;2
107.280;3
107.760;4
108.250;1
108.740;2
109.230;3
109.720;4
110.220;1
110.730;2
111.240;3
111.750;4
112.260;1
112.750;2
113.250;3
113.750;4
114.250;1
114.760;2
115.270;3
115.780;4
116.290;1
116.790;2
117.290;3
117.790;4
118.280;1
118.780;2
119.290;3
119.780;4
120.280;1
120.780;2
121.280;3
121.780;4
122.280;1
122.770;2
123.270;3
123.760;4
124.260;1
124.760;2
125.270;3
125.780;4
126.290;1
126.780;2
127.280;3
127.770;4
128.270;1
128.750;2
129.250;3
129.770;4
130.310;1
130.800;2
131.300;3
131.790;4
132.290;1
132.790;2
133.290;3
133.790;4
134.300;1
134.790;2
135.280;3
135.770;4
136.260;1
136.770;2
137.280;3
137.790;4
138.300;1
138.790;2
139.290;3
139.780;4
140.280;1
140.770;2
141.270;3
141.770;4
142.270;1
142.770;2
143.270;3
143.770;4
144.280;1
144.780;2
145.280;3
145.780;4
146.280;1
146.780;2
147.280;3
147.780;4
148.280;1
148.780;2
149.280;3
149.780;4
150.290;1
150.780;2
151.280;3
151.780;4
152.290;1
152.760;2
153.240;3
153.710;4
154.190;1
154.720;2
155.250;3
155.780;4
156.320;1
156.800;2
157.290;3
157.780;4
158.270;1
158.760;2
159.250;3
159.740;4
160.230;1
160.730;2
161.240;3
161.750;4
162.260;1
162.760;2
163.260;3
163.760;4
164.260;1
164.760;2
165.270;3
165.770;4
166.280;1
166.780;2
167.280;3
167.780;4
168.280;1
168.770;2
169.270;3
169.770;4
170.270;1
170.770;2
171.280;3
171.790;4
172.300;1
172.790;2
173.290;3
173.780;4
174.280;1
174.770;2
175.260;3
175.750;4
176.250;1
176.750;2
177.250;3
177.750;4
178.250;1
178.740;2
179.240;3
179.740;4
180.240;1
180.740;2
181.250;3
181.760;4
182.270;1
182.770;2
183.270;3
183.770;4
184.270;1
184.770;2
185.270;3
185.770;4
186.270;1
186.770;2
187.270;3
187.770;4
188.280;1
188.780;2
189.280;3
189.780;4
190.280;1
190.770;2
191.270;3
191.770;4
192.270;1
192.760;2
193.260;3
193.750;4
194.250;1
194.770;2
195.260;3
195.780;4
196.260;1
196.760;2
197.240;3
197.740;4
198.250;1
198.750;2
199.250;3
199.750;4
200.260;1
200.760;2
201.260;3
201.760;4
202.270;1
202.770;2
203.270;3
203.770;4
204.270;1
204.770;2
205.280;3
205.790;4
206.300;1
206.790;2
207.280;3
207.770;4
208.270;1
208.760;2
209.250;3
209.740;4
210.240;1
210.740;2
211.250;3
211.760;4
212.270;1
212.770;2
213.270;3
213.770;4
214.270;1
214.760;2
215.260;3
215.760;4
216.260;1
216.750;2
217.250;3
217.740;4
218.240;1
218.760;2
219.260;3
219.760;4
