t;beat
0.150;1
0.600;2
1.060;3
1.510;4
1.970;1
2.450;2
2.930;3
3.410;4
3.890;1
4.370;2
4.860;3
5.350;4
5.840;1
6.320;2
6.800;3
7.280;4
7.760;1
8.240;2
8.730;3
9.220;4
9.710;1
10.190;2
10.670;3
11.150;4
11.630;1
12.110;2
12.600;3
13.080;4
13.570;1
14.050;2
14.540;3
15.020;4
15.510;1
15.980;2
16.450;3
16.920;4
17.400;1
17.890;2
18.380;3
18.870;4
19.360;1
19.840;2
20.330;3
20.820;4
21.310;1
21.790;2
22.270;3
22.750;4
23.230;1
23.710;2
24.200;3
24.680;4
25.170;1
25.650;2
26.130;3
26.610;4
27.100;1
27.590;2
28.080;3
28.570;4
29.060;1
29.540;2
30.020;3
30.500;4
30.980;1
31.460;2
31.950;3
32.440;4
32.930;1
33.410;2
33.900;3
34.380;4
34.870;1
35.350;2
35.840;3
36.320;4
36.810;1
37.280;2
37.750;3
38.220;4
38.700;1
39.190;2
39.680;3
40.170;4
40.660;1
41.140;2
41.620;3
42.100;4
42.590;1
43.080;2
43.570;3
44.060;4
44.550;1
45.030;2
45.510;3
45.990;4
46.470;1
46.950;2
47.430;3
47.910;4
48.400;1
48.870;2
49.350;3
49.820;4
50.300;1
50.800;2
51.300;3
51.800;4
52.300;1
52.770;2
53.240;3
53.710;4
54.190;1
54.680;2
55.170;3
55.660;4
56.150;1
56.630;2
57.110;3
57.590;4
58.080;1
58.560;2
59.050;3
59.540;4
60.030;1
60.500;2
60.980;3
61.460;4
61.940;1
62.430;2
62.920;3
63.410;4
63.900;1
64.370;2
64.850;3
65.330;4
65.810;1
66.300;2
66.790;3
67.280;4
67.770;1
68.250;2
68.730;3
69.210;4
69.690;1
70.170;2
70.660;3
71.140;4
71.630;1
72.110;2
72.590;3
73.070;4
73.550;1
74.030;2
74.520;3
75.000;4
75.490;1
75.970;2
76.460;3
76.950;4
77.440;1
77.920;2
78.410;3
78.890;4
79.380;1
79.860;2
80.340;3
80.820;4
81.300;1
81.780;2
82.260;3
82.740;4
83.230;1
83.710;2
84.190;3
84.670;4
85.160;1
85.640;2
86.120;3
86.600;4
87.080;1
87.570;2
88.060;3
88.550;4
89.050;1
89.530;2
90.020;3
90.500;4
90.990;1
91.470;2
91.960;3
92.440;4
92.930;1
93.410;2
93.890;3
94.370;4
94.860;1
95.330;2
95.810;3
96.290;4
96.770;1
97.270;2
97.770;3
98.270;4
98.780;1
99.250;2
99.720;3
100.190;4
100.660;1
101.150;2
101.640;3
102.130;4
102.620;1
103.090;2
103.560;3
104.030;4
104.510;1
105.000;2
105.500;3
105.990;4
106.490;1
106.960;2
107.430;3
107.900;4
108.380;1
108.870;2
109.370;3
109.860;4
110.360;1
110.830;2
111.300;3
111.770;4
112.240;1
112.720;2
113.210;3
113.700;4
114.190;1
114.670;2
115.160;3
115.640;4
116.130;1
116.620;2
117.110;3
117.600;4
118.090;1
118.570;2
119.050;3
119.530;4
120.020;1
120.490;2
120.970;3
121.450;4
121.930;1
122.410;2
122.900;3
123.390;4
123.880;1
124.360;2
124.850;3
125.340;4
125.830;1
126.300;2
126.780;3
127.260;4
127.740;1
128.230;2
128.720;3
129.210;4
129.710;1
130.180;2
130.660;3
131.130;4
131.610;1
132.100;2
132.590;3
133.080;4
133.570;1
134.050;2
134.530;3
135.010;4
135.490;1
135.970;2
136.460;3
136.950;4
137.440;1
137.920;2
138.410;3
138.890;4
139.380;1
139.860;2
140.340;3
140.820;4
141.310;1
141.780;2
142.260;3
142.730;4
143.210;1
143.700;2
144.190;3
144.680;4
145.180;1
145.650;2
146.120;3
146.590;4
147.060;1
147.550;2
148.050;3
148.540;4
149.040;1
149.520;2
150.000;3
150.480;4
150.940;1
151.440;2
151.940;3
152.440;4
152.930;1
153.420;2
153.890;3
154.360;4
154.830;1
155.320;2
155.810;3
156.300;4
156.790;1
157.270;2
157.750;3
158.230;4
158.720;1
159.200;2
159.680;3
160.160;4
160.640;1
161.120;2
161.610;3
162.100;4
162.590;1
163.070;2
163.550;3
164.030;4
164.520;1
165.000;2
165.480;3
165.960;4
166.450;1
166.920;2
167.400;3
167.880;4
168.360;1
168.850;2
169.340;3
169.830;4
170.320;1
170.790;2
171.260;3
171.730;4
172.210;1
172.710;2
173.210;3
173.710;4
174.220;1
174.690;2
175.170;3
175.650;4
176.130;1
176.610;2
177.100;3
177.580;4
178.070;1
178.550;2
179.040;3
179.520;4
180.010;1
180.490;2
180.970;3
181.450;4
181.930;1
182.420;2
182.910;3
183.400;4
183.890;1
184.370;2
184.860;3
185.350;4
185.840;1
186.320;2
186.800;3
187.280;4
187.760;1
188.240;2
188.730;3
189.210;4
189.700;1
190.180;2
190.670;3
191.160;4
191.650;1
192.140;2
192.640;3
193.140;4
193.640;1
