t;beat
0.340;1
0.870;2
1.430;1
1.950;2
2.470;1
2.980;2
3.510;1
4.030;2
4.540;1
5.060;2
5.570;1
6.110;2
6.600;1
7.150;2
7.680;1
8.180;2
8.630;1
9.210;2
9.740;1
10.250;2
10.730;1
11.250;2
11.770;1
12.260;2
12.790;1
13.310;2
13.770;1
14.250;2
14.780;1
15.340;2
15.840;1
16.370;2
16.860;1
17.330;2
17.810;1
18.310;2
18.770;1
19.260;2
19.790;1
20.290;2
20.770;1
21.280;2
21.790;1
22.350;2
22.890;1
23.360;2
23.840;1
24.310;2
24.790;1
25.270;2
25.760;1
26.260;2
26.750;1
27.230;2
27.700;1
28.210;2
28.680;1
29.170;2
29.640;1
30.130;2
30.590;1
31.070;2
31.520;1
32.020;2
32.500;1
33.030;2
33.510;1
33.970;2
34.380;1
34.880;2
35.350;1
35.820;2
36.260;1
36.750;2
37.220;1
37.680;2
38.140;1
38.590;2
39.030;1
39.500;2
39.980;1
40.420;2
40.880;1
41.350;2
41.830;1
42.280;2
42.730;1
43.230;2
43.710;1
44.210;2
44.700;1
45.200;2
45.670;1
46.160;2
46.650;1
47.160;2
47.650;1
48.130;2
48.610;1
49.090;2
49.570;1
50.060;2
50.530;1
51.000;2
51.470;1
51.960;2
52.440;1
52.910;2
53.410;1
53.860;2
54.360;1
54.870;2
55.350;1
55.830;2
56.300;1
56.780;2
57.240;1
57.710;2
58.160;1
58.620;2
59.090;1
59.560;2
60.010;1
60.490;2
60.930;1
61.380;2
61.880;1
62.350;2
64.630;1
65.210;2
65.750;1
66.260;2
66.780;1
67.290;2
67.790;1
68.260;2
68.720;1
69.190;2
69.670;1
70.120;2
70.590;1
71.070;2
71.530;1
71.970;2
72.470;1
72.940;2
73.400;1
73.880;2
74.350;1
74.790;2
75.260;1
75.740;2
76.180;1
76.660;2
77.110;1
77.590;2
78.050;1
78.520;2
79.000;1
79.440;2
79.890;1
80.400;2
80.850;1
81.320;2
81.770;1
82.230;2
82.700;1
83.150;2
83.620;1
84.110;2
84.550;1
85.000;2
85.430;1
85.890;2
86.360;1
86.840;2
87.300;1
87.770;2
88.230;1
88.710;2
89.190;1
89.630;2
90.070;1
90.540;2
91.030;1
91.530;2
91.990;1
92.480;2
92.940;1
93.420;2
93.910;1
94.370;2
94.840;1
95.310;2
95.790;1
96.270;2
96.760;1
97.220;2
97.680;1
98.150;2
98.620;1
99.080;2
99.550;1
100.010;2
100.470;1
100.930;2
101.400;1
101.860;2
102.320;1
102.780;2
103.240;1
103.680;2
104.130;1
104.660;2
105.180;1
105.590;2
105.960;3
106.330;1
106.700;2
107.080;3
107.460;1
107.860;2
108.270;3
108.660;1
109.040;2
109.400;3
109.770;1
