t;beat
0.170;1
0.910;2
1.650;3
2.390;4
3.140;1
3.860;2
4.580;3
5.300;4
6.030;1
6.760;2
7.490;3
8.220;4
8.960;1
9.680;2
10.400;3
11.120;4
11.850;1
12.580;2
13.320;3
14.050;4
14.790;1
15.520;2
16.250;3
16.980;4
17.720;1
18.450;2
19.180;3
19.910;4
20.650;1
21.370;2
22.100;3
22.830;4
23.560;1
24.290;2
25.020;3
25.750;4
26.490;1
27.220;2
27.950;3
28.680;4
29.410;1
30.140;2
30.880;3
31.610;4
32.350;1
33.080;2
33.820;3
34.560;4
35.300;1
36.020;2
36.750;3
37.480;4
38.210;1
38.930;2
39.660;3
40.380;4
41.110;1
41.840;2
42.570;3
43.300;4
44.040;1
44.770;2
45.510;3
46.240;4
46.980;1
47.700;2
48.420;3
49.140;4
49.870;1
50.600;2
51.340;3
52.070;4
52.810;1
53.540;2
54.280;3
55.010;4
55.750;1
56.470;2
57.200;3
57.920;4
58.650;1
59.370;2
60.100;3
60.830;4
61.560;1
62.270;2
62.990;3
63.700;4
64.420;1
65.220;2
65.960;3
66.680;4
67.370;1
68.110;2
68.850;3
69.590;4
70.340;1
71.060;2
71.790;3
72.520;4
73.250;1
73.990;2
74.740;3
75.430;4
76.140;1
76.910;2
77.650;3
78.370;4
79.070;1
79.830;2
80.570;3
81.280;4
82.030;1
82.780;2
83.510;3
84.220;4
84.970;1
85.680;2
86.420;3
87.150;4
87.890;1
88.630;2
89.360;3
90.060;4
90.820;1
91.560;2
92.300;3
93.030;4
93.770;1
94.490;2
95.210;3
95.930;4
96.650;1
97.390;2
98.130;3
98.870;4
99.610;1
100.330;2
101.050;3
101.770;4
102.500;1
103.260;2
104.020;3
104.780;4
105.540;1
106.230;2
106.930;3
107.620;4
108.320;1
109.060;2
109.800;3
110.540;4
111.290;1
112.020;2
112.760;3
113.490;4
114.230;1
114.950;2
115.680;3
116.400;4
117.130;1
117.860;2
118.600;3
119.340;4
120.080;1
120.810;2
121.540;3
122.270;4
123.010;1
123.730;2
124.450;3
125.170;4
125.890;1
126.620;2
127.360;3
128.090;4
128.830;1
129.550;2
130.280;3
131.000;4
131.730;1
132.460;2
133.200;3
133.930;4
134.670;1
135.400;2
136.130;3
136.860;4
137.590;1
138.320;2
139.050;3
139.780;4
140.520;1
141.250;2
141.990;3
142.720;4
143.460;1
144.180;2
144.900;3
145.620;4
146.350;1
147.070;2
147.800;3
148.530;4
149.260;1
150.000;2
150.740;3
151.480;4
152.220;1
152.940;2
153.660;3
154.380;4
155.110;1
155.840;2
156.570;3
157.300;4
158.040;1
158.770;2
159.500;3
160.230;4
160.970;1
161.700;2
162.440;3
163.170;4
163.910;1
164.640;2
165.380;3
166.110;4
166.850;1
167.580;2
168.310;3
169.040;4
169.770;1
170.500;2
171.230;3
171.960;4
172.690;1
173.420;2
174.160;3
174.890;4
175.630;1
176.350;2
177.070;3
177.790;4
178.520;1
179.260;2
180.000;3
180.740;4
181.490;1
182.210;2
182.940;3
183.670;4
184.400;1
185.120;2
185.850;3
186.580;4
187.310;1
188.030;2
188.750;3
189.470;4
190.190;1
190.930;2
191.680;3
192.430;4
193.180;1
193.890;2
194.600;1
195.340;2
196.050;3
196.780;4
197.490;1
198.210;2
198.940;3
199.660;4
200.390;1
201.130;2
201.870;3
202.610;4
203.330;1
204.060;2
204.800;3
205.540;4
206.280;1
207.020;2
207.760;3
208.500;4
209.240;1
209.970;2
210.700;3
211.430;4
212.160;1
212.870;2
213.580;3
214.290;4
215.010;1
215.750;2
216.500;3
217.250;4
218.000;1
218.720;2
219.440;3
220.160;4
220.880;1
221.610;2
222.340;3
223.070;4
223.800;1
224.530;2
225.260;3
225.990;4
226.720;1
227.460;2
228.200;3
228.940;4
229.690;1
230.420;2
231.150;3
231.880;4
232.620;1
233.350;2
234.090;3
234.820;4
235.560;1
236.280;2
237.010;3
237.740;4
238.470;1
239.190;2
239.920;3
240.650;4
241.380;1
242.110;2
242.840;3
243.570;4
244.300;1
245.030;2
245.760;3
246.490;4
247.230;1
247.970;2
248.710;3
249.450;4
250.190;1
