t;beat
0.160;1
0.810;2
1.460;3
2.110;4
2.760;1
3.410;2
4.060;3
4.710;4
5.370;1
6.020;2
6.670;3
7.320;4
7.970;1
8.620;2
9.270;3
9.920;4
10.580;1
11.230;2
11.890;3
12.550;4
13.210;1
13.870;2
14.540;3
15.200;4
15.870;1
16.600;2
17.290;3
17.900;4
18.570;1
19.200;2
19.840;3
20.480;4
21.120;1
21.780;2
22.440;3
23.100;4
23.770;1
24.420;2
25.080;3
25.730;4
26.390;1
27.050;2
27.710;3
28.370;4
29.030;1
29.690;2
30.360;3
31.020;4
31.690;1
32.350;2
33.010;3
33.660;4
34.320;1
34.970;2
35.630;3
36.280;4
36.940;1
37.670;2
38.400;3
39.130;1
39.680;2
40.230;3
40.780;4
41.330;1
41.860;2
42.410;3
42.950;4
43.530;1
44.060;2
44.600;3
45.140;4
45.680;1
46.220;2
46.770;3
47.310;4
47.860;1
48.400;2
48.950;3
49.500;4
50.050;1
50.580;2
51.120;3
51.650;4
52.190;1
52.740;2
53.290;3
53.840;4
54.400;1
54.930;2
55.470;3
56.010;4
56.550;1
57.090;2
57.650;3
58.210;4
58.770;1
59.330;2
59.890;3
60.410;1
60.950;2
61.500;3
62.040;4
62.590;1
63.130;2
63.680;3
64.220;4
64.770;1
65.300;2
65.840;3
66.370;4
66.910;1
67.460;2
68.020;3
68.570;4
69.130;1
69.670;2
70.210;3
70.750;4
71.290;1
71.840;2
72.390;3
72.940;4
73.490;1
74.030;2
74.570;3
75.110;4
75.660;1
76.210;2
76.760;3
77.310;4
77.870;1
78.410;2
78.950;3
79.490;4
80.040;1
80.580;2
81.130;3
81.670;4
82.220;1
82.760;2
83.310;3
83.850;4
84.400;1
84.940;2
85.490;3
86.040;4
86.590;1
87.130;2
87.680;3
88.230;4
88.780;1
89.320;2
89.870;3
90.420;4
90.970;1
91.510;2
92.060;3
92.610;4
93.160;1
93.700;2
94.240;3
94.780;4
95.320;1
95.860;2
96.400;3
96.940;4
97.490;1
98.030;2
98.580;3
99.120;4
99.670;1
100.220;2
100.770;3
101.320;4
101.880;1
102.420;2
102.960;3
103.500;4
104.040;1
104.590;2
105.140;3
105.690;4
106.240;1
106.780;2
107.320;3
107.860;4
108.400;1
108.940;2
109.480;3
110.020;4
110.560;1
111.110;2
111.660;3
112.210;4
112.770;1
113.310;2
113.860;3
114.400;4
114.950;1
115.490;2
116.040;3
116.580;4
117.130;1
117.670;2
118.220;3
118.760;4
119.310;1
119.850;2
120.400;3
120.940;4
121.490;1
122.030;2
122.580;3
123.120;4
123.670;1
124.210;2
124.760;3
125.310;4
125.860;1
126.390;2
126.930;3
127.470;4
128.010;1
128.560;2
129.120;3
129.680;4
130.240;1
130.780;2
131.320;3
131.860;4
132.410;1
132.960;2
133.510;3
134.060;4
134.620;1
135.150;2
135.680;3
136.210;4
136.750;1
137.300;2
137.850;3
138.400;4
138.950;1
139.490;2
140.030;3
140.570;4
141.120;1
141.650;2
142.190;3
142.720;4
143.260;1
143.810;2
144.370;3
144.920;4
145.480;1
146.020;2
146.570;3
147.110;4
147.660;1
148.200;2
148.740;3
149.280;4
149.820;1
150.370;2
150.930;3
151.490;4
152.050;1
152.590;2
153.130;3
153.670;4
154.210;1
154.750;2
155.300;3
155.850;4
156.400;1
156.940;2
157.490;3
158.040;4
158.590;1
159.130;2
159.680;3
160.220;4
160.770;1
161.310;2
161.860;3
162.400;4
162.950;1
163.480;2
164.020;3
164.560;4
165.100;1
165.650;2
166.200;3
166.750;4
167.310;1
167.850;2
168.390;3
168.930;4
169.480;1
170.020;2
170.570;3
171.120;4
171.670;1
172.200;2
172.740;3
173.280;4
173.820;1
174.370;2
174.930;3
175.480;4
176.040;1
176.580;2
177.130;3
177.670;4
178.220;1
178.760;2
179.310;3
179.860;4
180.410;1
180.950;2
181.490;3
182.030;4
182.570;1
183.110;2
183.660;3
184.210;4
184.760;1
185.300;2
185.850;3
186.400;4
186.950;1
187.490;2
188.030;3
188.570;4
189.120;1
189.650;2
190.190;3
190.730;4
191.270;1
191.820;2
192.380;3
192.930;4
193.490;1
194.030;2
194.570;3
195.110;4
195.660;1
196.210;2
196.760;3
197.310;4
197.870;1
198.410;2
198.960;3
199.500;4
200.050;1
200.590;2
201.140;3
201.680;4
202.230;1
202.790;2
203.330;3
203.860;4
204.380;1
204.920;2
205.470;3
206.020;4
206.570;1
207.110;2
207.660;3
208.200;4
208.750;1
209.290;2
209.840;3
210.390;4
210.940;1
211.480;2
212.030;3
212.570;4
213.120;1
213.660;2
214.210;3
214.760;4
215.310;1
215.850;2
216.400;3
216.940;4
217.490;1
218.030;2
218.580;3
219.120;4
219.670;1
220.210;2
220.760;3
221.300;4
221.850;1
222.390;2
222.940;3
223.480;4
224.030;1
224.570;2
225.110;3
225.650;4
226.200;1
226.740;2
227.290;3
227.830;4
228.380;1
228.920;2
229.470;3
230.020;4
230.570;1
231.110;2
231.660;3
232.210;4
232.760;1
233.300;2
233.850;3
234.390;4
234.940;1
235.480;2
236.030;3
236.580;4
237.130;1
237.680;2
238.230;3
238.780;4
