t;beat
0.060;1
0.590;2
1.120;1
1.600;2
2.090;1
2.670;2
3.420;1
4.250;2
5.010;1
6.190;2
7.180;1
8.190;2
9.650;1
10.850;2
12.050;1
13.250;2
14.450;1
15.430;2
16.410;1
17.230;2
18.050;1
18.720;2
19.400;1
20.320;2
21.240;1
22.240;2
23.240;1
24.320;2
25.400;1
26.260;2
27.120;1
27.820;2
28.530;1
29.290;2
30.050;1
30.910;2
31.770;1
32.630;2
33.490;1
34.190;2
34.840;1
35.510;2
36.170;1
36.820;2
37.480;1
38.140;2
38.800;1
39.630;2
40.460;1
41.140;2
41.820;1
42.500;2
43.190;1
43.920;2
44.660;1
45.400;2
46.140;1
46.930;2
47.720;1
48.510;2
49.310;1
49.920;2
50.530;1
51.140;2
51.760;1
52.370;2
52.980;1
53.590;2
54.210;1
54.940;2
55.670;1
56.400;2
57.130;1
57.860;2
58.590;3
59.330;1
60.050;2
60.770;1
61.490;2
62.210;1
62.930;2
63.650;1
64.370;2
65.100;1
65.950;2
66.880;1
67.650;2
68.510;1
69.360;2
70.220;1
71.070;2
71.930;1
73.060;2
74.060;3
75.010;1
76.010;2
77.010;1
78.120;2
79.220;1
80.360;2
81.770;1
83.210;2
84.660;1
86.090;2
87.540;1
90.500;1
91.830;2
93.120;1
94.480;2
97.030;1
97.990;2
99.510;1
100.670;2
