t;beat
0.030;1
0.630;2
1.230;3
1.830;4
2.430;1
3.020;2
3.620;3
4.220;4
4.820;1
5.420;2
6.020;3
6.620;4
7.220;1
7.820;2
8.430;3
9.030;4
9.640;1
10.230;2
10.830;3
11.430;4
12.030;1
12.630;2
13.230;3
13.830;4
14.430;1
15.030;2
15.630;3
16.230;4
16.830;1
17.430;2
18.030;3
18.630;4
19.230;1
19.820;2
20.420;3
21.020;4
21.620;1
22.230;2
22.830;3
23.440;4
24.030;1
24.630;2
25.230;3
25.830;4
26.440;1
27.030;2
27.630;3
28.220;4
28.820;1
29.420;2
30.020;3
30.620;4
31.220;1
31.820;2
32.420;3
33.020;4
33.620;1
34.220;2
34.820;3
35.420;4
36.020;1
36.620;2
37.220;3
37.820;4
38.430;1
39.030;2
39.630;3
40.230;4
40.820;1
41.420;2
42.020;3
42.620;4
43.220;1
43.820;2
44.420;3
45.020;4
45.630;1
46.230;2
46.830;3
47.430;4
48.030;1
48.630;2
49.230;3
49.830;4
50.440;1
51.030;2
51.630;3
52.230;4
52.830;1
53.430;2
54.030;3
54.630;4
55.230;1
55.820;2
56.420;3
57.020;4
57.620;1
58.220;2
58.820;3
59.420;4
60.030;1
60.620;2
61.220;3
61.810;4
62.410;1
63.010;2
63.610;3
64.210;4
64.820;1
65.420;2
66.020;3
66.620;4
67.220;1
67.810;2
68.400;3
68.990;4
69.580;1
70.180;2
70.790;3
71.400;4
72.010;1
72.610;2
73.210;3
73.810;4
74.420;1
75.020;2
75.620;3
76.220;4
76.820;1
77.410;2
78.010;3
78.610;4
79.210;1
79.810;2
80.410;3
81.010;4
81.620;1
82.220;2
82.820;3
83.420;4
84.030;1
84.630;2
85.230;3
85.830;4
86.440;1
87.030;2
87.630;3
88.220;4
88.820;1
89.420;2
90.020;3
90.620;4
91.220;1
91.820;2
92.420;3
93.020;4
93.620;1
94.220;2
94.820;3
95.420;4
96.030;1
96.620;2
97.220;3
97.820;4
98.420;1
99.020;2
99.620;3
100.220;4
100.830;1
101.430;2
102.030;3
102.630;4
103.230;1
103.830;2
104.430;3
105.030;4
105.630;1
106.220;2
106.820;3
107.420;4
108.020;1
108.620;2
109.220;3
109.820;4
110.430;1
111.030;2
111.630;3
112.230;4
112.830;1
113.430;2
114.030;3
114.630;4
115.240;1
115.830;2
116.430;3
117.030;4
117.630;1
118.230;2
118.830;3
119.430;4
120.040;1
120.630;2
121.230;3
121.830;4
122.430;1
123.030;2
123.630;3
124.230;4
124.830;1
125.420;2
126.020;3
126.620;4
127.220;1
127.820;2
128.430;3
129.030;4
129.640;1
130.230;2
130.830;3
131.420;4
132.020;1
132.620;2
133.220;3
133.820;4
134.420;1
135.020;2
135.620;3
136.220;4
136.820;1
137.420;2
138.020;3
138.620;4
139.220;1
139.820;2
140.420;3
141.020;4
141.630;1
142.230;2
142.830;3
143.430;4
144.030;1
144.630;2
145.240;3
145.840;4
146.450;1
147.040;2
147.640;3
148.240;4
148.840;1
149.430;2
150.030;3
150.630;4
151.230;1
151.820;2
152.420;3
153.020;4
153.620;1
154.220;2
154.820;3
155.420;4
156.020;1
156.620;2
157.220;3
157.820;4
158.420;1
159.020;2
159.620;3
160.220;4
160.820;1
161.420;2
162.020;3
162.620;4
163.220;1
163.820;2
164.420;3
165.020;4
165.620;1
166.220;2
166.820;3
167.420;4
168.020;1
168.620;2
169.220;3
169.820;4
170.420;1
171.020;2
171.620;3
172.220;4
172.820;1
173.420;2
174.020;3
174.620;4
175.220;1
175.820;2
176.420;3
177.020;4
177.620;1
178.220;2
178.820;3
179.420;4
180.020;1
180.620;2
181.220;3
181.820;4
182.420;1
183.020;2
183.630;3
184.230;4
184.840;1
185.430;2
186.030;3
186.630;4
187.230;1
187.820;2
188.420;3
189.020;4
189.620;1
190.220;2
190.820;3
191.420;4
192.020;1
192.620;2
193.220;3
193.820;4
194.420;1
195.020;2
195.620;3
196.220;4
196.820;1
197.420;2
198.020;3
198.620;4
199.230;1
199.830;2
200.430;3
201.030;4
201.630;1
202.230;2
202.830;3
203.430;4
204.040;1
204.630;2
205.230;3
205.830;4
206.430;1
207.030;2
207.630;3
208.230;4
208.830;1
209.430;2
210.030;3
210.630;4
211.240;1
211.840;2
212.440;3
213.040;4
213.640;1
214.230;2
214.830;3
215.420;4
216.020;1
216.630;2
217.220;3
217.820;4
