0.010	1
0.710	2
1.400	3
2.100	4
2.800	1
3.500	2
4.190	3
4.890	4
5.590	1
6.290	2
6.990	3
7.680	4
8.380	1
9.080	2
9.780	3
10.470	4
11.170	1
11.870	2
12.570	3
13.260	4
13.960	1
14.660	2
15.360	3
16.060	4
16.750	1
17.450	2
18.150	3
18.850	4
19.540	1
20.240	2
20.940	3
21.640	4
22.330	1
23.030	2
23.730	3
24.430	4
25.120	1
25.820	2
26.520	3
27.220	4
27.910	1
28.610	2
29.310	3
30.010	4
30.710	1
31.400	2
32.100	3
32.800	4
33.500	1
34.190	2
34.890	3
35.590	4
36.290	1
36.990	2
37.680	3
38.380	4
39.080	1
39.780	2
40.470	3
41.170	4
41.870	1
42.570	2
43.260	3
43.960	4
44.660	1
45.360	2
46.060	3
46.750	4
47.450	1
48.150	2
48.850	3
49.540	4
50.240	1
50.940	2
51.640	3
52.330	4
53.030	1
53.730	2
54.430	3
55.120	4
55.820	1
56.520	2
57.220	3
57.920	4
58.610	1
59.310	2
60.010	3
60.710	4
61.400	1
62.100	2
62.800	3
63.500	4
64.190	1
64.890	2
65.590	3
66.290	4
66.980	1
67.680	2
68.380	3
69.080	4
69.780	1
70.470	2
71.170	3
71.870	4
72.570	1
73.260	2
73.960	3
74.660	4
75.360	1
76.060	2
76.750	3
77.450	4
78.150	1
78.850	2
79.540	3
80.240	4
80.940	1
81.640	2
82.330	3
83.030	4
83.730	1
84.430	2
85.120	3
85.820	4
86.520	1
87.220	2
87.920	3
88.610	4
89.310	1
90.010	2
90.710	3
91.400	4
92.100	1
92.800	2
93.500	3
94.190	4
94.890	1
95.590	2
96.290	3
96.990	4
97.680	1
98.380	2
99.080	3
99.780	4
100.470	1
101.170	2
101.870	3
102.570	4
103.260	1
103.960	2
104.660	3
105.360	4
106.050	1
106.750	2
107.450	3
108.150	4
108.850	1
109.540	2
110.240	3
110.940	4
111.640	1
112.330	2
113.030	3
113.730	4
114.430	1
115.120	2
115.820	3
116.520	4
117.220	1
117.920	2
118.610	3
119.310	4
120.010	1
120.710	2
121.400	3
122.100	4
122.800	1
123.500	2
124.190	3
124.890	4
125.590	1
126.290	2
126.990	3
127.680	4
128.380	1
129.080	2
129.780	3
130.470	4
131.170	1
131.870	2
132.570	3
133.260	4
133.960	1
134.660	2
135.360	3
136.060	4
136.750	1
137.450	2
138.150	3
138.850	4
139.540	1
140.240	2
140.940	3
141.640	4
142.330	1
143.030	2
143.730	3
144.430	4
145.120	1
145.820	2
146.520	3
147.220	4
147.910	1
148.610	2
149.310	3
150.010	4
150.710	1
151.400	2
152.100	3
152.800	4
153.500	1
154.190	2
154.890	3
155.590	4
156.290	1
156.990	2
157.680	3
158.380	4
159.080	1
159.780	2
160.470	3
161.170	4
161.870	1
162.570	2
163.260	3
163.960	4
164.660	1
165.360	2
166.060	3
166.750	4
167.450	1
168.150	2
168.850	3
169.540	4
170.240	1
170.940	2
171.640	3
172.330	4
173.030	1
173.730	2
174.430	3
175.120	4
175.820	1
176.520	2
177.220	3
177.920	4
178.610	1
179.310	2
180.010	3
180.710	4
181.400	1
182.100	2
182.800	3
183.500	4
184.190	1
184.890	2
185.590	3
186.290	4
186.980	1
187.680	2
188.380	3
189.080	4
189.780	1
190.470	2
191.170	3
191.870	4
192.570	1
193.260	2
193.960	3
194.660	4
195.360	1
196.060	2
196.750	3
197.450	4
198.150	1
198.850	2
199.540	3
200.240	4
200.940	1
201.640	2
202.330	3
203.030	4
203.730	1
204.430	2
205.120	3
205.820	4
206.520	1
207.220	2
207.920	3
208.610	4
209.310	1
210.010	2
210.710	3
211.400	4
212.100	1
212.800	2
213.500	3
214.190	4
214.890	1
215.590	2
216.290	3
216.990	4
217.680	1
218.380	2
219.080	3
219.780	4
220.470	1
221.170	2
221.870	3
222.570	4
223.260	1
223.960	2
224.660	3
225.360	4
226.050	1
226.750	2
227.450	3
228.150	4
228.850	1
229.540	2
230.240	3
230.940	4
231.640	1
232.330	2
233.030	3
233.730	4
234.430	1
235.120	2
235.820	3
236.520	4
237.220	1
237.920	2
238.610	3
