0.020	1
1.850	2
3.680	3
5.280	4
6.880	1
8.560	2
10.790	3
13.130	4
15.630	1
17.530	2
19.440	3
20.930	4
22.850	1
24.580	2
27.100	3
29.270	4
31.800	1
33.670	2
35.540	3
37.350	4
39.410	1
41.240	2
43.070	3
44.960	4
48.200	1
50.120	2
52.050	3
53.870	4
56.280	1
58.060	2
60.550	3
63.760	4
66.980	1
68.890	2
70.810	3
72.620	4
74.440	1
76.280	2
78.640	3
80.610	4
83.750	1
85.640	2
87.540	3
89.200	4
91.160	1
92.820	2
95.170	3
97.950	4
100.730	1
102.540	2
104.370	3
106.010	4
107.660	1
109.580	2
111.500	3
113.150	4
115.800	1
117.480	2
119.160	3
120.780	4
122.610	1
124.140	2
126.330	3
129.130	4
131.930	1
133.640	2
135.360	3
136.890	4
138.430	1
140.010	2
141.750	3
143.470	4
145.920	1
147.620	2
149.240	3
150.820	4
152.870	1
154.530	2
156.200	3
157.780	4
160.070	1
161.830	2
163.590	3
165.160	4
166.820	1
168.450	2
170.090	3
171.710	4
174.450	1
176.010	2
177.580	3
179.190	4
180.800	1
182.300	2
184.210	3
186.510	4
188.820	1
190.440	2
192.070	3
193.690	4
195.320	1
196.650	2
198.400	3
200.150	4
202.360	1
204.020	2
205.680	3
207.190	4
209.290	1
210.880	2
212.480	3
214.360	4
216.240	1
217.960	2
219.690	3
221.160	4
222.790	1
224.410	2
226.040	3
227.550	4
229.990	1
231.690	2
233.390	3
234.820	4
236.880	1
238.080	2
239.280	3
240.480	4
241.680	1
243.080	2
244.440	3
245.470	4
246.430	1
247.730	2
249.430	3
251.600	1
253.770	2
258.610	3
