1.240	1
2.150	2
3.060	3
3.970	4
4.880	1
5.790	2
6.710	3
7.630	4
8.550	1
9.440	2
10.330	3
11.220	4
12.110	1
13.040	2
13.980	3
14.920	4
15.860	1
16.750	2
17.640	3
18.530	4
19.440	1
20.350	2
21.260	3
22.150	4
23.040	1
23.960	2
24.880	3
25.760	4
26.650	1
27.510	2
28.380	3
29.240	4
30.110	1
31.060	2
31.680	3
32.950	4
34.080	1
34.940	2
35.790	3
36.640	4
37.570	1
38.500	2
39.430	3
40.340	4
41.260	1
42.090	2
42.980	3
43.870	4
44.810	1
45.680	2
46.590	3
47.440	4
48.520	1
49.360	2
50.240	3
51.150	4
52.200	1
52.980	2
53.880	3
54.790	4
55.750	1
56.650	2
57.560	3
58.460	4
59.360	1
60.200	2
61.130	3
62.000	4
62.980	1
63.910	2
64.840	3
65.670	4
66.630	1
67.500	2
68.450	3
69.300	4
70.270	1
71.130	2
72.080	3
72.960	4
73.930	1
74.850	2
75.740	3
76.680	4
77.690	1
78.470	2
79.340	3
80.230	4
81.140	1
82.070	2
83.010	3
83.880	4
84.850	1
85.700	2
86.610	3
87.470	4
88.430	1
89.320	2
90.250	3
91.180	4
92.170	1
93.020	2
93.920	3
94.790	4
95.740	1
96.610	2
97.510	3
98.370	4
99.410	1
100.220	2
101.200	3
102.050	4
103.040	1
103.930	2
104.850	3
105.720	4
106.680	1
107.540	2
108.460	3
109.380	4
110.280	1
111.220	2
112.140	3
113.080	4
114.030	1
114.920	2
115.810	3
116.700	4
117.600	1
118.500	2
119.400	3
120.290	4
121.190	1
122.110	2
123.040	3
123.960	4
124.890	1
125.780	2
126.660	3
127.550	4
128.440	1
129.370	2
130.310	3
131.240	4
132.180	1
133.070	2
133.970	3
134.870	4
135.770	1
136.640	2
137.510	3
138.440	4
139.450	1
140.290	2
141.200	3
142.070	4
143.020	1
143.890	2
144.860	3
145.730	4
146.680	1
147.540	2
148.460	3
149.340	4
150.320	1
151.180	2
152.110	3
153.010	4
154.020	1
154.840	2
155.720	3
156.620	4
157.570	1
158.420	2
159.350	3
160.220	4
161.180	1
162.070	2
163.000	3
163.860	4
164.850	1
165.710	2
166.610	3
167.480	4
168.470	1
169.360	2
170.230	3
171.120	4
172.110	1
173.000	2
173.890	3
174.780	4
175.740	1
176.570	2
177.510	3
178.400	4
179.400	1
180.260	2
181.130	3
182.010	4
182.980	1
183.870	2
184.760	3
185.810	4
186.950	1
188.090	2
189.230	3
190.370	4
