0.970	1
2.310	3
3.630	1
4.950	3
6.280	1
7.630	3
8.980	1
10.320	3
11.670	1
13.040	3
14.410	1
15.760	3
17.010	1
18.440	3
19.880	1
21.150	3
22.430	1
23.820	3
25.210	1
26.540	3
27.880	1
29.230	3
30.580	1
31.930	3
33.290	1
34.660	3
36.040	1
37.390	3
38.740	1
40.100	3
41.460	1
42.830	3
44.200	1
45.560	3
46.930	1
48.270	3
49.610	1
50.960	3
52.310	1
53.640	3
54.980	1
56.320	3
57.660	1
58.990	3
60.320	1
61.650	3
62.980	1
64.300	3
65.630	1
66.930	3
68.260	1
69.600	3
70.990	1
72.350	3
73.710	1
75.090	3
76.470	1
77.780	3
79.090	1
80.400	3
81.710	1
83.120	3
84.520	1
85.800	3
87.090	1
88.410	3
89.730	1
91.050	3
92.380	1
93.660	3
94.950	1
96.260	3
97.570	1
98.820	3
100.080	1
101.400	3
102.730	1
104.010	3
105.300	1
106.590	3
107.890	1
109.170	3
110.460	1
111.740	3
113.020	1
114.330	3
115.620	1
116.900	3
118.220	1
119.550	3
120.880	1
122.200	3
123.520	1
124.810	3
126.100	1
127.390	3
128.690	1
130.010	3
131.330	1
132.610	3
133.900	1
135.230	3
136.570	1
137.930	3
139.260	1
140.540	3
141.830	1
143.130	3
144.430	1
145.730	3
147.030	1
148.380	3
149.730	1
151.060	3
152.390	1
153.740	3
155.100	1
156.400	3
157.710	1
159.060	3
160.400	1
161.700	3
163.060	1
164.360	3
165.660	1
166.950	3
168.230	1
169.630	3
171.030	1
172.350	3
173.680	1
175.000	3
176.320	1
177.630	3
178.950	1
180.270	3
181.590	1
182.900	3
184.220	1
185.500	3
186.780	1
188.090	3
189.350	1
190.690	3
192.030	1
193.350	3
194.680	1
196.010	3
197.350	1
198.640	3
199.950	1
201.290	3
202.640	1
203.960	3
205.300	1
206.590	3
208.000	1
209.310	3
210.620	1
211.950	3
213.290	1
214.600	3
215.910	1
217.220	3
218.540	1
219.890	3
221.250	1
222.570	3
223.890	1
225.240	3
226.590	1
227.880	3
229.200	1
230.520	3
231.850	1
233.150	3
234.460	1
235.820	3
237.180	1
238.520	3
239.860	1
241.190	3
242.530	1
243.840	3
245.150	1
246.470	3
247.790	1
249.110	3
250.430	1
251.740	3
253.050	1
254.360	3
255.670	1
256.980	3
258.290	1
259.600	3
260.910	1
262.010	3
263.110	1
264.210	3
265.310	1
266.410	3
